PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34666007","Multiomic profiling of the liver across diets and age in a diverse mouse population","Williams EG, Pfister N, Roy S, Statzer C, Haverty J, Ingels J, Bohl C, Hasan M, Čuklina J, Bühlmann P, Zamboni N, Lu L, Ewald CY, Williams RW, Aebersold R.","Cell Syst. 2022 Jan 19;13(1):43-57.e6. doi: 10.1016/j.cels.2021.09.005. Epub 2021 Oct 18.","Williams EG","Cell Syst","2022","2021/10/19","PMC8776606","NIHMS1743558","10.1016/j.cels.2021.09.005"
"12520032","NLSdb: database of nuclear localization signals","Nair R, Carter P, Rost B.","Nucleic Acids Res. 2003 Jan 1;31(1):397-9. doi: 10.1093/nar/gkg001.","Nair R","Nucleic Acids Res","2003","2003/01/10","PMC165448","","10.1093/nar/gkg001"
"22508728","The RDE-10/RDE-11 complex triggers RNAi-induced mRNA degradation by association with target mRNA in C. elegans","Yang H, Zhang Y, Vallandingham J, Li H, Florens L, Mak HY.","Genes Dev. 2012 Apr 15;26(8):846-56. doi: 10.1101/gad.180679.111.","Yang H","Genes Dev","2012","2012/04/18","PMC3337458","","10.1101/gad.180679.111"
"22467343","Pre-mRNA splicing and its regulation in Caenorhabditis elegans","Zahler AM.","WormBook. 2012 Mar 21:1-21. doi: 10.1895/wormbook.1.31.2.","Zahler AM","WormBook","2012","2012/04/03","PMC4781317","","10.1895/wormbook.1.31.2"
"24219868","Alteration in cellular acetylcholine influences dauer formation in Caenorhabditis elegans","Lee J, Kim KY, Paik YK.","BMB Rep. 2014 Feb;47(2):80-5. doi: 10.5483/bmbrep.2014.47.2.100.","Lee J","BMB Rep","2014","2013/11/14","PMC4163904","","10.5483/bmbrep.2014.47.2.100"
"18339709","Discovery of a cholecystokinin-gastrin-like signaling system in nematodes","Janssen T, Meelkop E, Lindemans M, Verstraelen K, Husson SJ, Temmerman L, Nachman RJ, Schoofs L.","Endocrinology. 2008 Jun;149(6):2826-39. doi: 10.1210/en.2007-1772. Epub 2008 Mar 13.","Janssen T","Endocrinology","2008","2008/03/15","","","10.1210/en.2007-1772"
"26865701","The Stress Granule RNA-Binding Protein TIAR-1 Protects Female Germ Cells from Heat Shock in Caenorhabditis elegans","Huelgas-Morales G, Silva-García CG, Salinas LS, Greenstein D, Navarro RE.","G3 (Bethesda). 2016 Apr 7;6(4):1031-47. doi: 10.1534/g3.115.026815.","Huelgas-Morales G","G3 (Bethesda)","2016","2016/02/12","PMC4825639","","10.1534/g3.115.026815"
"32986025","Assessment of de novo Protein Synthesis Rates in Caenorhabditis elegans","Papandreou ME, Palikaras K, Tavernarakis N.","J Vis Exp. 2020 Sep 12;(163). doi: 10.3791/61170.","Papandreou ME","J Vis Exp","2020","2020/09/28","","","10.3791/61170"
"34003111","PIE-1 SUMOylation promotes germline fates and piRNA-dependent silencing in C. elegans","Kim H, Ding YH, Lu S, Zuo MQ, Tan W, Conte D Jr, Dong MQ, Mello CC.","Elife. 2021 May 18;10:e63300. doi: 10.7554/eLife.63300.","Kim H","Elife","2021","2021/05/18","PMC8131105","","10.7554/eLife.63300"
"21275419","Metabotyping of Caenorhabditis elegans and their culture media revealed unique metabolic phenotypes associated to amino acid deficiency and insulin-like signaling","Martin FP, Spanier B, Collino S, Montoliu I, Kolmeder C, Giesbertz P, Affolter M, Kussmann M, Daniel H, Kochhar S, Rezzi S.","J Proteome Res. 2011 Mar 4;10(3):990-1003. doi: 10.1021/pr100703a. Epub 2011 Jan 28.","Martin FP","J Proteome Res","2011","2011/02/01","","","10.1021/pr100703a"
"34807903","PQN-59 antagonizes microRNA-mediated repression during post-embryonic temporal patterning and modulates translation and stress granule formation in C. elegans","Carlston C, Weinmann R, Stec N, Abbatemarco S, Schwager F, Wang J, Ouyang H, Ewald CY, Gotta M, Hammell CM.","PLoS Genet. 2021 Nov 22;17(11):e1009599. doi: 10.1371/journal.pgen.1009599. eCollection 2021 Nov.","Carlston C","PLoS Genet","2021","2021/11/22","PMC8648105","","10.1371/journal.pgen.1009599"
"11922606","Proteomic identification of glutathione S-transferases from the model nematode Caenorhabditis elegans","van Rossum AJ, Brophy PM, Tait A, Barrett J, Jefferies JR.","Proteomics. 2001 Nov;1(11):1463-8. doi: 10.1002/1615-9861(200111)1:11<1463::AID-PROT1463>3.0.CO;2-H.","van Rossum AJ","Proteomics","2001","2002/04/02","","","10.1002/1615-9861(200111)1:11<1463::AID-PROT1463>3.0.CO;2-H"
"24518198","Caenorhabditis elegans nicotinic acetylcholine receptors are required for nociception","Cohen E, Chatzigeorgiou M, Husson SJ, Steuer-Costa W, Gottschalk A, Schafer WR, Treinin M.","Mol Cell Neurosci. 2014 Mar;59:85-96. doi: 10.1016/j.mcn.2014.02.001. Epub 2014 Feb 8.","Cohen E","Mol Cell Neurosci","2014","2014/02/13","PMC4258610","","10.1016/j.mcn.2014.02.001"
"39128917","Optogenetic induction of mechanical muscle stress identifies myosin regulatory ubiquitin ligase NHL-1 in C. elegans","Kutzner CE, Bauer KC, Lackmann JW, Acton RJ, Sarkar A, Pokrzywa W, Hoppe T.","Nat Commun. 2024 Aug 11;15(1):6879. doi: 10.1038/s41467-024-51069-3.","Kutzner CE","Nat Commun","2024","2024/08/11","PMC11317515","","10.1038/s41467-024-51069-3"
"39033973","The Molecular Basis of Differentiation Wave Activity in Embryogenesis","Alicea B, Bastani S, Gordon NK, Crawford-Young S, Gordon R.","Biosystems. 2024 Sep;243:105272. doi: 10.1016/j.biosystems.2024.105272. Epub 2024 Jul 20.","Alicea B","Biosystems","2024","2024/07/21","","","10.1016/j.biosystems.2024.105272"
"32289254","ZAKα Recognizes Stalled Ribosomes through Partially Redundant Sensor Domains","Vind AC, Snieckute G, Blasius M, Tiedje C, Krogh N, Bekker-Jensen DB, Andersen KL, Nordgaard C, Tollenaere MAX, Lund AH, Olsen JV, Nielsen H, Bekker-Jensen S.","Mol Cell. 2020 May 21;78(4):700-713.e7. doi: 10.1016/j.molcel.2020.03.021. Epub 2020 Apr 13.","Vind AC","Mol Cell","2020","2020/04/15","","","10.1016/j.molcel.2020.03.021"
"26538210","Comparisons of Caenorhabditis Fucosyltransferase Mutants Reveal a Multiplicity of Isomeric N-Glycan Structures","Yan S, Jin C, Wilson IB, Paschinger K.","J Proteome Res. 2015 Dec 4;14(12):5291-305. doi: 10.1021/acs.jproteome.5b00746. Epub 2015 Nov 24.","Yan S","J Proteome Res","2015","2015/11/06","PMC4673604","","10.1021/acs.jproteome.5b00746"
"26631516","Understanding Metabolic Regulation at a Systems Level: Metabolite Sensing, Mathematical Predictions, and Model Organisms","Watson E, Yilmaz LS, Walhout AJ.","Annu Rev Genet. 2015;49:553-75. doi: 10.1146/annurev-genet-112414-055257.","Watson E","Annu Rev Genet","2015","2015/12/04","","","10.1146/annurev-genet-112414-055257"
"25456847","Royalactin extends lifespan of Caenorhabditis elegans through epidermal growth factor signaling","Detienne G, De Haes W, Ernst UR, Schoofs L, Temmerman L.","Exp Gerontol. 2014 Dec;60:129-35. doi: 10.1016/j.exger.2014.09.021. Epub 2014 Oct 16.","Detienne G","Exp Gerontol","2014","2014/12/03","","","10.1016/j.exger.2014.09.021"
"31617705","An Ionic Liquid-Based Sample Preparation Method for Next-Stage Aggregate Proteomic Analysis","Taoka M, Horita K, Takekiyo T, Uekita T, Yoshimura Y, Ichimura T.","Anal Chem. 2019 Nov 5;91(21):13494-13500. doi: 10.1021/acs.analchem.9b02555. Epub 2019 Oct 16.","Taoka M","Anal Chem","2019","2019/10/17","","","10.1021/acs.analchem.9b02555"
"37818613","SIN-3 acts in distinct complexes to regulate the germline transcriptional program in Caenorhabditis elegans","Robert VJ, Caron M, Gely L, Adrait A, Pakulska V, Couté Y, Chevalier M, Riedel CG, Bedet C, Palladino F.","Development. 2023 Nov 1;150(21):dev201755. doi: 10.1242/dev.201755. Epub 2023 Oct 17.","Robert VJ","Development","2023","2023/10/11","PMC10617626","","10.1242/dev.201755"
"32981418","Inactivation of the Caenorhabditis elegans RNF-5 E3 ligase promotes IRE-1-independent ER functions","Adir O, Bening-Abu-Shach U, Arbib S, Henis-Korenblit S, Broday L.","Autophagy. 2021 Sep;17(9):2401-2414. doi: 10.1080/15548627.2020.1827778. Epub 2020 Oct 15.","Adir O","Autophagy","2021","2020/09/28","PMC8496730","","10.1080/15548627.2020.1827778"
"26311838","Loss of LPS is involved in the virulence and resistance to colistin of colistin-resistant Acinetobacter nosocomialis mutants selected in vitro","Vila-Farrés X, Ferrer-Navarro M, Callarisa AE, Martí S, Espinal P, Gupta S, Rolain JM, Giralt E, Vila J.","J Antimicrob Chemother. 2015 Nov;70(11):2981-6. doi: 10.1093/jac/dkv244. Epub 2015 Aug 25.","Vila-Farrés X","J Antimicrob Chemother","2015","2015/08/28","","","10.1093/jac/dkv244"
"39773527","Wavenumber-dependent transmission of subthreshold waves on electrical synapses network model of Caenorhabditis elegans","Chang I, Chung T, Kim S.","Elife. 2025 Jan 8;13:RP99904. doi: 10.7554/eLife.99904.","Chang I","Elife","2025","2025/01/08","PMC11709431","","10.7554/eLife.99904"
"18586101","Bimolecular fluorescence complementation (BiFC) analysis of protein interactions in Caenorhabditis elegans","Hiatt SM, Shyu YJ, Duren HM, Hu CD.","Methods. 2008 Jul;45(3):185-91. doi: 10.1016/j.ymeth.2008.06.003. Epub 2008 Jun 27.","Hiatt SM","Methods","2008","2008/07/01","PMC2570267","NIHMS66234","10.1016/j.ymeth.2008.06.003"
"24009518","Neuronal reprograming of protein homeostasis by calcium-dependent regulation of the heat shock response","Silva MC, Amaral MD, Morimoto RI.","PLoS Genet. 2013 Aug;9(8):e1003711. doi: 10.1371/journal.pgen.1003711. Epub 2013 Aug 29.","Silva MC","PLoS Genet","2013","2013/09/07","PMC3757039","","10.1371/journal.pgen.1003711"
"26759377","HSF-1 is involved in regulation of ascaroside pheromone biosynthesis by heat stress in Caenorhabditis elegans","Joo HJ, Park S, Kim KY, Kim MY, Kim H, Park D, Paik YK.","Biochem J. 2016 Mar 15;473(6):789-96. doi: 10.1042/BJ20150938. Epub 2016 Jan 12.","Joo HJ","Biochem J","2016","2016/01/14","","","10.1042/BJ20150938"
"22019590","A pharmacological study of NLP-12 neuropeptide signaling in free-living and parasitic nematodes","Peeters L, Janssen T, De Haes W, Beets I, Meelkop E, Grant W, Schoofs L.","Peptides. 2012 Mar;34(1):82-7. doi: 10.1016/j.peptides.2011.10.014. Epub 2011 Oct 14.","Peeters L","Peptides","2012","2011/10/25","","","10.1016/j.peptides.2011.10.014"
"40461452","Polyketide synthase-derived sphingolipids mediate microbiota protection against a bacterial pathogen in C. elegans","Peters L, Drechsler M, Herrera MA, Liu J, Pees B, Jarstorff J, Czerwinski A, Lubbock F, Angelidou G, Salzer L, Moors KA, Paczia N, Shi YM, Schulenburg H, Kaleta C, Witting M, Liebeke M, Campopiano DJ, Bode HB, Dierking K.","Nat Commun. 2025 Jun 3;16(1):5151. doi: 10.1038/s41467-025-60234-1.","Peters L","Nat Commun","2025","2025/06/03","","","10.1038/s41467-025-60234-1"
"21573134","Nuclear cGMP-dependent kinase regulates gene expression via activity-dependent recruitment of a conserved histone deacetylase complex","Hao Y, Xu N, Box AC, Schaefer L, Kannan K, Zhang Y, Florens L, Seidel C, Washburn MP, Wiegraebe W, Mak HY.","PLoS Genet. 2011 May;7(5):e1002065. doi: 10.1371/journal.pgen.1002065. Epub 2011 May 5.","Hao Y","PLoS Genet","2011","2011/05/17","PMC3088716","","10.1371/journal.pgen.1002065"
"19269897","Comparison of Caenorhabditis elegans NLP peptides with arthropod neuropeptides","Husson SJ, Lindemans M, Janssen T, Schoofs L.","Trends Parasitol. 2009 Apr;25(4):171-81. doi: 10.1016/j.pt.2008.12.009. Epub 2009 Mar 9.","Husson SJ","Trends Parasitol","2009","2009/03/10","","","10.1016/j.pt.2008.12.009"
"18445637","Network-guided genetic screening: building, testing and using gene networks to predict gene function","Lehner B, Lee I.","Brief Funct Genomic Proteomic. 2008 May;7(3):217-27. doi: 10.1093/bfgp/eln020. Epub 2008 Apr 29.","Lehner B","Brief Funct Genomic Proteomic","2008","2008/05/01","","","10.1093/bfgp/eln020"
"31422557","The Helitron family classification using SVM based on Fourier transform features applied on an unbalanced dataset","Touati R, Oueslati AE, Messaoudi I, Lachiri Z.","Med Biol Eng Comput. 2019 Oct;57(10):2289-2304. doi: 10.1007/s11517-019-02027-5. Epub 2019 Aug 17.","Touati R","Med Biol Eng Comput","2019","2019/08/19","","","10.1007/s11517-019-02027-5"
"19858195","Molecular basis for galactosylation of core fucose residues in invertebrates: identification of caenorhabditis elegans N-glycan core alpha1,6-fucoside beta1,4-galactosyltransferase GALT-1 as a member of a novel glycosyltransferase family","Titz A, Butschi A, Henrissat B, Fan YY, Hennet T, Razzazi-Fazeli E, Hengartner MO, Wilson IBH, Künzler M, Aebi M.","J Biol Chem. 2009 Dec 25;284(52):36223-36233. doi: 10.1074/jbc.M109.058354. Epub 2009 Oct 26.","Titz A","J Biol Chem","2009","2009/10/28","PMC2794738","UKMS29250","10.1074/jbc.M109.058354"
"40455996","Pathophysiologically relevant bisphenol S exposure accelerates aging by disrupting brown adipose tissue-regulated energy metabolism","Zhu M, Wang R, Yi W, Wu B, Deng Z, Zhang Z, Wang C, Zhang D, Zhang T, Wen X.","Proc Natl Acad Sci U S A. 2025 Jun 10;122(23):e2420437122. doi: 10.1073/pnas.2420437122. Epub 2025 Jun 2.","Zhu M","Proc Natl Acad Sci U S A","2025","2025/06/02","","","10.1073/pnas.2420437122"
"30085412","Single-Protein-Specific Redox Targeting in Live Mammalian Cells and C. elegans","Van Hall-Beauvais A, Zhao Y, Urul DA, Long MJC, Aye Y.","Curr Protoc Chem Biol. 2018 Sep;10(3):e43. doi: 10.1002/cpch.43. Epub 2018 Aug 7.","Van Hall-Beauvais A","Curr Protoc Chem Biol","2018","2018/08/08","PMC6125161","NIHMS942083","10.1002/cpch.43"
"33484878","Sjögren Syndrome antigen B regulates LIN28-let-7 axis in Caenorhabditis elegans and human","Kim SH, Park BO, Kim K, Park BC, Park SG, Kim JH, Kim S.","Biochim Biophys Acta Gene Regul Mech. 2021 Mar;1864(3):194684. doi: 10.1016/j.bbagrm.2021.194684. Epub 2021 Jan 21.","Kim SH","Biochim Biophys Acta Gene Regul Mech","2021","2021/01/23","","","10.1016/j.bbagrm.2021.194684"
"12489076","Gene expression profiling using advanced mass spectrometric approaches","Pasa-Tolić L, Lipton MS, Masselon CD, Anderson GA, Shen Y, Tolić N, Smith RD.","J Mass Spectrom. 2002 Dec;37(12):1185-98. doi: 10.1002/jms.423.","Pasa-Tolić L","J Mass Spectrom","2002","2002/12/19","","","10.1002/jms.423"
"38134663","Structure activity relationship and target prediction for ABX464 analogues in Caenorhabditis elegans","Shanley HT, Taki AC, Nguyen N, Wang T, Byrne JJ, Ang CS, Leeming MG, Nie S, Williamson N, Zheng Y, Young ND, Korhonen PK, Hofmann A, Wells TNC, Jabbar A, Sleebs BE, Gasser RB.","Bioorg Med Chem. 2024 Jan 15;98:117540. doi: 10.1016/j.bmc.2023.117540. Epub 2023 Dec 3.","Shanley HT","Bioorg Med Chem","2024","2023/12/22","","","10.1016/j.bmc.2023.117540"
"15657099","Online predicted human interaction database","Brown KR, Jurisica I.","Bioinformatics. 2005 May 1;21(9):2076-82. doi: 10.1093/bioinformatics/bti273. Epub 2005 Jan 18.","Brown KR","Bioinformatics","2005","2005/01/20","","","10.1093/bioinformatics/bti273"
"22242008","A genetic screening strategy identifies novel regulators of the proteostasis network","Silva MC, Fox S, Beam M, Thakkar H, Amaral MD, Morimoto RI.","PLoS Genet. 2011 Dec;7(12):e1002438. doi: 10.1371/journal.pgen.1002438. Epub 2011 Dec 29.","Silva MC","PLoS Genet","2011","2012/01/14","PMC3248563","","10.1371/journal.pgen.1002438"
"18828675","A specificity map for the PDZ domain family","Tonikian R, Zhang Y, Sazinsky SL, Currell B, Yeh JH, Reva B, Held HA, Appleton BA, Evangelista M, Wu Y, Xin X, Chan AC, Seshagiri S, Lasky LA, Sander C, Boone C, Bader GD, Sidhu SS.","PLoS Biol. 2008 Sep 30;6(9):e239. doi: 10.1371/journal.pbio.0060239.","Tonikian R","PLoS Biol","2008","2008/10/03","PMC2553845","","10.1371/journal.pbio.0060239"
"28739890","Two functionally distinct E2/E3 pairs coordinate sequential ubiquitination of a common substrate in Caenorhabditis elegans development","Dove KK, Kemp HA, Di Bona KR, Reiter KH, Milburn LJ, Camacho D, Fay DS, Miller DL, Klevit RE.","Proc Natl Acad Sci U S A. 2017 Aug 8;114(32):E6576-E6584. doi: 10.1073/pnas.1705060114. Epub 2017 Jul 24.","Dove KK","Proc Natl Acad Sci U S A","2017","2017/07/26","PMC5559030","","10.1073/pnas.1705060114"
"32235409","A Molecular Basis for Reciprocal Regulation between Pheromones and Hormones in Response to Dietary Cues in C. elegans","Park S, Park JY, Paik YK.","Int J Mol Sci. 2020 Mar 29;21(7):2366. doi: 10.3390/ijms21072366.","Park S","Int J Mol Sci","2020","2020/04/03","PMC7177881","","10.3390/ijms21072366"
"30903387","Proteomic Analysis of FNR-Regulated Anaerobiosis in Salmonella Typhimurium","Wang Z, Sun J, Tian M, Xu Z, Liu Y, Fu J, Yan A, Liu X.","J Am Soc Mass Spectrom. 2019 Jun;30(6):1001-1012. doi: 10.1007/s13361-019-02145-2. Epub 2019 Mar 22.","Wang Z","J Am Soc Mass Spectrom","2019","2019/03/24","","","10.1007/s13361-019-02145-2"
"19152693","Prediction of nuclear proteins using SVM and HMM models","Kumar M, Raghava GP.","BMC Bioinformatics. 2009 Jan 19;10:22. doi: 10.1186/1471-2105-10-22.","Kumar M","BMC Bioinformatics","2009","2009/01/21","PMC2632991","","10.1186/1471-2105-10-22"
"38252619","Characterization of the intracellular neurexin interactome by in vivo proximity ligation suggests its involvement in presynaptic actin assembly","Schaan Profes M, Tiroumalechetty A, Patel N, Lauar SS, Sidoli S, Kurshan PT.","PLoS Biol. 2024 Jan 22;22(1):e3002466. doi: 10.1371/journal.pbio.3002466. eCollection 2024 Jan.","Schaan Profes M","PLoS Biol","2024","2024/01/22","PMC10802952","","10.1371/journal.pbio.3002466"
"25010424","The Nesprin family member ANC-1 regulates synapse formation and axon termination by functioning in a pathway with RPM-1 and β-Catenin","Tulgren ED, Turgeon SM, Opperman KJ, Grill B.","PLoS Genet. 2014 Jul 10;10(7):e1004481. doi: 10.1371/journal.pgen.1004481. eCollection 2014 Jul.","Tulgren ED","PLoS Genet","2014","2014/07/11","PMC4091705","","10.1371/journal.pgen.1004481"
"24391480","Speed controls in translating secretory proteins in eukaryotes--an evolutionary perspective","Mahlab S, Linial M.","PLoS Comput Biol. 2014 Jan;10(1):e1003294. doi: 10.1371/journal.pcbi.1003294. Epub 2014 Jan 2.","Mahlab S","PLoS Comput Biol","2014","2014/01/07","PMC3879104","","10.1371/journal.pcbi.1003294"
"14649288","Coverage of protein sequence space by current structural genomics targets","O'Toole N, Raymond S, Cygler M.","J Struct Funct Genomics. 2003;4(2-3):47-55. doi: 10.1023/a:1026156025612.","O'Toole N","J Struct Funct Genomics","2003","2003/12/03","","","10.1023/a:1026156025612"
"18586721","Biomolecular network motif counting and discovery by color coding","Alon N, Dao P, Hajirasouliha I, Hormozdiari F, Sahinalp SC.","Bioinformatics. 2008 Jul 1;24(13):i241-9. doi: 10.1093/bioinformatics/btn163.","Alon N","Bioinformatics","2008","2008/07/01","PMC2718641","","10.1093/bioinformatics/btn163"
"27939944","A SUMO-Dependent Protein Network Regulates Chromosome Congression during Oocyte Meiosis","Pelisch F, Tammsalu T, Wang B, Jaffray EG, Gartner A, Hay RT.","Mol Cell. 2017 Jan 5;65(1):66-77. doi: 10.1016/j.molcel.2016.11.001. Epub 2016 Dec 8.","Pelisch F","Mol Cell","2017","2016/12/13","PMC5222697","","10.1016/j.molcel.2016.11.001"
"39201481","Regulation of TIR-1/SARM-1 by miR-71 Protects Dopaminergic Neurons in a C. elegans Model of LRRK2-Induced Parkinson's Disease","Naidoo D, de Lencastre A.","Int J Mol Sci. 2024 Aug 13;25(16):8795. doi: 10.3390/ijms25168795.","Naidoo D","Int J Mol Sci","2024","2024/08/29","PMC11354575","","10.3390/ijms25168795"
"28135265","β-Integrin de-phosphorylation by the Density-Enhanced Phosphatase DEP-1 attenuates EGFR signaling in C. elegans","Walser M, Umbricht CA, Fröhli E, Nanni P, Hajnal A.","PLoS Genet. 2017 Jan 30;13(1):e1006592. doi: 10.1371/journal.pgen.1006592. eCollection 2017 Jan.","Walser M","PLoS Genet","2017","2017/01/31","PMC5305270","","10.1371/journal.pgen.1006592"
"16444738","Intrinsic disorder is a key characteristic in partners that bind 14-3-3 proteins","Bustos DM, Iglesias AA.","Proteins. 2006 Apr 1;63(1):35-42. doi: 10.1002/prot.20888.","Bustos DM","Proteins","2006","2006/01/31","","","10.1002/prot.20888"
"14623111","Identification of HMG-5 as a double-stranded telomeric DNA-binding protein in the nematode Caenorhabditis elegans","Im SH, Lee J.","FEBS Lett. 2003 Nov 20;554(3):455-61. doi: 10.1016/s0014-5793(03)01191-8.","Im SH","FEBS Lett","2003","2003/11/19","","","10.1016/s0014-5793(03)01191-8"
"25437566","A chaperome subnetwork safeguards proteostasis in aging and neurodegenerative disease","Brehme M, Voisine C, Rolland T, Wachi S, Soper JH, Zhu Y, Orton K, Villella A, Garza D, Vidal M, Ge H, Morimoto RI.","Cell Rep. 2014 Nov 6;9(3):1135-50. doi: 10.1016/j.celrep.2014.09.042. Epub 2014 Oct 23.","Brehme M","Cell Rep","2014","2014/12/02","PMC4255334","NIHMS632524","10.1016/j.celrep.2014.09.042"
"21108728","GPA-9 is a novel regulator of innate immunity against Escherichia coli foods in adult Caenorhabditis elegans","Hahm JH, Kim S, Paik YK.","Aging Cell. 2011 Apr;10(2):208-19. doi: 10.1111/j.1474-9726.2010.00655.x. Epub 2011 Feb 21.","Hahm JH","Aging Cell","2011","2010/11/27","","","10.1111/j.1474-9726.2010.00655.x"
"18324753","ClusFCM: an algorithm for predicting protein functions using homologies and protein interactions","Nguyen C, Mannino M, Gardiner K, Cios KJ.","J Bioinform Comput Biol. 2008 Feb;6(1):203-22. doi: 10.1142/s0219720008003333.","Nguyen C","J Bioinform Comput Biol","2008","2008/03/08","","","10.1142/s0219720008003333"
"18417533","Towards a mutation in every gene in Caenorhabditis elegans","Moerman DG, Barstead RJ.","Brief Funct Genomic Proteomic. 2008 May;7(3):195-204. doi: 10.1093/bfgp/eln016. Epub 2008 Apr 16.","Moerman DG","Brief Funct Genomic Proteomic","2008","2008/04/18","","","10.1093/bfgp/eln016"
"30038032","Proteomic Delineation of the ArcA Regulon in Salmonella Typhimurium During Anaerobiosis","Wang Z, Sun J, Xia T, Liu Y, Fu J, Lo YK, Chang C, Yan A, Liu X.","Mol Cell Proteomics. 2018 Oct;17(10):1937-1947. doi: 10.1074/mcp.RA117.000563. Epub 2018 Jul 23.","Wang Z","Mol Cell Proteomics","2018","2018/07/25","PMC6166683","","10.1074/mcp.RA117.000563"
"23604074","The nascent polypeptide-associated complex is a key regulator of proteostasis","Kirstein-Miles J, Scior A, Deuerling E, Morimoto RI.","EMBO J. 2013 May 15;32(10):1451-68. doi: 10.1038/emboj.2013.87. Epub 2013 Apr 19.","Kirstein-Miles J","EMBO J","2013","2013/04/23","PMC3655472","","10.1038/emboj.2013.87"
"15544707","Proteomics computational analyses suggest that the carboxyl terminal glycoproteins of Bunyaviruses are class II viral fusion protein (beta-penetrenes)","Garry CE, Garry RF.","Theor Biol Med Model. 2004 Nov 15;1:10. doi: 10.1186/1742-4682-1-10.","Garry CE","Theor Biol Med Model","2004","2004/11/17","PMC535339","","10.1186/1742-4682-1-10"
"15809090","Molecular characterization of two G protein-coupled receptor splice variants as FLP2 receptors in Caenorhabditis elegans","Mertens I, Meeusen T, Janssen T, Nachman R, Schoofs L.","Biochem Biophys Res Commun. 2005 May 13;330(3):967-74. doi: 10.1016/j.bbrc.2005.03.071.","Mertens I","Biochem Biophys Res Commun","2005","2005/04/06","","","10.1016/j.bbrc.2005.03.071"
"22169048","The ciliary transitional zone and nephrocystins","Shiba D, Yokoyama T.","Differentiation. 2012 Feb;83(2):S91-6. doi: 10.1016/j.diff.2011.11.006. Epub 2011 Dec 12.","Shiba D","Differentiation","2012","2011/12/16","","","10.1016/j.diff.2011.11.006"
"20590164","Two-dimensional statistical recoupling for the identification of perturbed metabolic networks from NMR spectroscopy","Blaise BJ, Navratil V, Domange C, Shintu L, Dumas ME, Elena-Herrmann B, Emsley L, Toulhoat P.","J Proteome Res. 2010 Sep 3;9(9):4513-20. doi: 10.1021/pr1002615.","Blaise BJ","J Proteome Res","2010","2010/07/02","","","10.1021/pr1002615"
"26381038","Metabolic Youth in Middle Age: Predicting Aging in Caenorhabditis elegans Using Metabolomics","Davies SK, Bundy JG, Leroi AM.","J Proteome Res. 2015 Nov 6;14(11):4603-9. doi: 10.1021/acs.jproteome.5b00442. Epub 2015 Oct 13.","Davies SK","J Proteome Res","2015","2015/09/19","","","10.1021/acs.jproteome.5b00442"
"28396125","Modeling and analysis of modular structure in diverse biological networks","Al-Anzi B, Gerges S, Olsman N, Ormerod C, Piliouras G, Ormerod J, Zinn K.","J Theor Biol. 2017 Jun 7;422:18-30. doi: 10.1016/j.jtbi.2017.04.005. Epub 2017 Apr 8.","Al-Anzi B","J Theor Biol","2017","2017/04/12","","","10.1016/j.jtbi.2017.04.005"
"24999909","Intestinal amino acid availability via PEPT-1 affects TORC1/2 signaling and the unfolded protein response","Geillinger KE, Kuhlmann K, Eisenacher M, Giesbertz P, Meyer HE, Daniel H, Spanier B.","J Proteome Res. 2014 Aug 1;13(8):3685-92. doi: 10.1021/pr5002669. Epub 2014 Jul 16.","Geillinger KE","J Proteome Res","2014","2014/07/08","","","10.1021/pr5002669"
"38302233","Assessing polyglutamine tract aggregation in the nematode Caenorhabditis elegans","Sotiriou A, Ploumi C, Charmpilas N, Tavernarakis N.","Methods Cell Biol. 2024;181:1-15. doi: 10.1016/bs.mcb.2022.09.003. Epub 2022 Oct 14.","Sotiriou A","Methods Cell Biol","2024","2024/02/01","","","10.1016/bs.mcb.2022.09.003"
"15146060","Protein targeting of an unusual, evolutionarily conserved adenylate kinase to a eukaryotic flagellum","Pullen TJ, Ginger ML, Gaskell SJ, Gull K.","Mol Biol Cell. 2004 Jul;15(7):3257-65. doi: 10.1091/mbc.e04-03-0217. Epub 2004 May 14.","Pullen TJ","Mol Biol Cell","2004","2004/05/18","PMC452581","","10.1091/mbc.e04-03-0217"
"37409228","Ancestral glycoprotein hormone-receptor pathway controls growth in C. elegans","Kenis S, Istiban MN, Van Damme S, Vandewyer E, Watteyne J, Schoofs L, Beets I.","Front Endocrinol (Lausanne). 2023 Jun 20;14:1200407. doi: 10.3389/fendo.2023.1200407. eCollection 2023.","Kenis S","Front Endocrinol (Lausanne)","2023","2023/07/06","PMC10319355","","10.3389/fendo.2023.1200407"
"34927095","A proximity labeling protocol to probe proximity interactions in C. elegans","Sanchez AD, Feldman JL.","STAR Protoc. 2021 Dec 2;2(4):100986. doi: 10.1016/j.xpro.2021.100986. eCollection 2021 Dec 17.","Sanchez AD","STAR Protoc","2021","2021/12/20","PMC8649953","","10.1016/j.xpro.2021.100986"
"24125593","Expanding tandem mass spectral libraries of phosphorylated peptides: advances and applications","Hu Y, Lam H.","J Proteome Res. 2013 Dec 6;12(12):5971-7. doi: 10.1021/pr4007443. Epub 2013 Oct 29.","Hu Y","J Proteome Res","2013","2013/10/16","","","10.1021/pr4007443"
