Abstract	Author	Author Hierarchy	Bookmarks	Cited By Count	Country	DatasetIds	DOI	Funding Details	Id	Keywords	Link	Organization	OriginId	Publication Name	Publication Type	Published	Published Year	Title	Cluster Label	Collection Date	Collection Group	Collection Label	Collection Owner	Comment Author	Comment Date	Comment Id	Comment Text
The studies of protein methylation mainly focus on lysine and arginine residues due to their diverse roles in essential cellular processes from gene expression to signal transduction. Nevertheless, atypical protein methylation occurring on amino acid residues, such as glutamine and glutamic acid, is largely neglected until recently. In addition, the systematic analysis for the distribution of methylation on different amino acids in various species is still lacking, which hinders our understanding of its functional roles. In this study, we deeply explored the methylated sites in three species Escherichia coli, Saccharomyces cerevisiae, and HeLa cells by employing MS-based proteomic approach coupled with heavy methyl SILAC method. We identify a total of 234 methylated sites on 187 proteins with high localization confidence, including 94 unreported methylated sites on nine different amino acid residues. KEGG and gene ontology analysis show the pathways enriched with methylated proteins are mainly involved in central metabolism for E. coli and S. cerevisiae, but related to spliceosome for HeLa cells. The analysis of methylation preference on different amino acids is conducted in three species. Protein N-terminal methylation is dominant in E. coli while methylated lysines and arginines are widely identified in S. cerevisiae and HeLa cells, respectively. To study whether some atypical protein methylation has biological relevance in the pathological process in mammalian cells, we focus on histone methylation in diet-induced obese (DIO) mouse. Two glutamate methylation sites showed statistical significance in DIO mice compared with chow-fed mice, suggesting their potential roles in diabetes and obesity. Together, these findings expanded the methylome database from microbes to mammals, which will benefit our further appreciation for the protein methylation as well as its possible functions on disease.	Zhang M.|Xu J.Y.|Hu H.|Ye B.C.|Tan M.	China/The State Key Laboratory of Bioreactor Engineering/Xu J.Y.|China/The State Key Laboratory of Bioreactor Engineering/Ye B.C.|China/Shanghai Institute of Materia Medica, Chinese Academy of Sciences/Zhang M.|China/Shanghai Institute of Materia Medica, Chinese Academy of Sciences/Xu J.Y.|China/Shanghai Institute of Materia Medica, Chinese Academy of Sciences/Hu H.|China/Shanghai Institute of Materia Medica, Chinese Academy of Sciences/Tan M.|China/University of Chinese Academy of Sciences/Zhang M.|China/University of Chinese Academy of Sciences/Tan M.			China	6bedea33-7d07-464a-bc87-ef20c103df99	10.1002/pmic.201700300	National Natural Science Foundation of China	668daa32393fbc602a7f6bd2	heavy methyl silac|histone|mass spectrometry|methylation|proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037979192&origin=inward	The State Key Laboratory of Bioreactor Engineering|Shanghai Institute of Materia Medica, Chinese Academy of Sciences|University of Chinese Academy of Sciences	2-s2.0-85037979192	Proteomics	Journal	2018-01-01T00:00:00Z	2018	Systematic Proteomic Analysis of Protein Methylation in Prokaryotes and Eukaryotes Revealed Distinct Substrate Specificity									
Protein C-termini study is still a challenging task and far behind its counterpart, N-termini study. MS based C-terminomics study is often hampered by the low ionization efficiency of C-terminal peptides and the lack of efficient enrichment methods. We previously optimized the C-terminal amine-based isotope labeling of substrates (C-TAILS) method and identified 369 genuine protein C-termini in Escherichia coli. A key limitation of C-TAILS is that the prior protection of amines and carboxylic groups at protein level makes Arg-C as the only specific enzyme in practice. Herein, we report an approach combining multi-enzyme digestion and C-TAILS, which significantly increases the identification rate of C-terminal peptides and consequently improves the applicability of C-TAILS in biological studies. We carry out a systematic study and confirm that the omission of the prior amine protection at protein level has a negligible influence and allows the application of multi-enzyme digestion. We successfully apply five different enzyme digestions to C-TAILS, including trypsin, Arg-C, Lys-C, Lys-N, and Lysarginase. As a result, we identify a total of 722 protein C-termini in E. coli, which is at least 66% more than the results using any single enzyme. Moreover, the favored enzyme and enzyme combination are discovered. Data are available via ProteomeXchange with identifier PXD004275.	Zhang Y.|Li Q.|Huang J.|Wu Z.|Huang J.|Huang L.|Li Y.|Ye J.|Zhang X.	China/School of Life Sciences Fudan University/Zhang Y.|China/School of Life Sciences Fudan University/Li Q.|China/School of Life Sciences Fudan University/Huang J.|China/School of Life Sciences Fudan University/Wu Z.|China/School of Life Sciences Fudan University/Huang J.|China/School of Life Sciences Fudan University/Huang L.|China/School of Life Sciences Fudan University/Li Y.|China/School of Life Sciences Fudan University/Ye J.|China/School of Life Sciences Fudan University/Zhang X.			China	6bedea33-7d07-464a-bc87-ef20c103df99	10.1002/pmic.201700034	National Natural Science Foundation of China	668daa32393fbc602a7f6bd3	amine protection|C-TAILS|multi-enzyme|protein C-termini|SCII	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038264272&origin=inward	School of Life Sciences Fudan University	2-s2.0-85038264272	Proteomics	Journal	2018-01-01T00:00:00Z	2018	An Approach to Incorporate Multi-Enzyme Digestion into C-TAILS for C-Terminomics Studies									
Aim: In this study, the effects of the addition of salt to treatment with acids (one of several organic acids and salt in various solutions including rich or minimal broth, buffer, or distilled water) on the reduction of Escherichia coli O157:H7 were investigated. The protein expression profiles corresponding to acid stress (acetic acid) with or without salt addition were studied using a comparative proteomic analysis of E. coli O157:H7. Methods and Results: When acetic, lactic, or propionic acid was combined with 3% NaCl, mutually antagonistic effects of acid and salt on viability of E. coli O157:H7 were observed only in tryptone and yeast extract broth. After exposure to acetic acid alone or in combination with salt, approximately 851 and 916 protein spots were detected, respectively. Analysis of 10 statistically significant differentially expressed proteins revealed that these proteins are mainly related to energy metabolism. Conclusions: When we compared protein expression of E. coli O157:H7 treated with acetic acid and the combination of the acid and salt, the differentially expressed proteins were not related to acid stress- and salt stress-inducible proteins such as stress shock proteins. Significance and Impact of the Study: According to these results, the increased resistance of E. coli O157:H7 to acetic acid after the addition of salt may not be the result of synthesis of proteins related to these phenomena; therefore, further research needs to be conducted to identify the mechanism of the mutually antagonistic effect of some organic acids and salt.	Bae Y.M.|Yoon J.H.|Kim J.Y.|Lee S.Y.	South Korea/Chung-Ang University/Bae Y.M.|South Korea/Chung-Ang University/Yoon J.H.|South Korea/Chung-Ang University/Kim J.Y.|South Korea/Chung-Ang University/Lee S.Y.			South Korea	6bedea33-7d07-464a-bc87-ef20c103df99	10.1111/jam.13613	Chung-Ang University	668daa32393fbc602a7f6bd4	acidulant|E. coli O157:H7|proteomics|salt|stress resistance	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038416844&origin=inward	Chung-Ang University	2-s2.0-85038416844	Journal of Applied Microbiology	Journal	2018-01-01T00:00:00Z	2018	Identifying the mechanism of Escherichia coli O157:H7 survival by the addition of salt in the treatment with organic acids									
Aim: To screen host proteins that interact with enterohemorrhagic Escherichia coli O157:H7 EspF. Materials & methods: Flow cytometry and high-throughput sequencing were used to screen interacting proteins. Molecular function, biological processes and Kyoto Encyclopedia of Genes and Genomes pathways were studied using the DAVID online tool. Glutathione S-transferase pull down and dot blotting were used to verify the interactions. Results: 293 host proteins were identified to associate with EspF. They were mainly enriched in RNA splicing (p = 0.005), ribosome structure (p = 0.012), and involved in 109 types of signaling pathways. SNX9 and ANXA6 were confirmed to interact with EspF. Conclusion: EspF interacts with ANXA6; they may form a complex to manipulate the process of phagocytosis; EspF plays a highlighted pathogenic role in enterohemorrhagic E. coli infection process.	Hua Y.|Ju J.|Wang X.|Zhang B.|Zhao W.|Zhang Q.|Feng Y.|Ma W.|Wan C.	China/Guangzhou Institute of Biomedicine and Health/Feng Y.|China/Sun Yat-Sen University/Ju J.|China/Sun Yat-Sen University/Ma W.|China/Southern Medical University/Hua Y.|China/Southern Medical University/Wang X.|China/Southern Medical University/Zhang B.|China/Southern Medical University/Zhao W.|China/Southern Medical University/Zhang Q.|China/Southern Medical University/Wan C.			China	6bedea33-7d07-464a-bc87-ef20c103df99	10.2217/fmb-2017-0087	National Natural Science Foundation of China	668daa32393fbc602a7f6bd5	ANXA6|BiFC|bioinformatics analysis|coprecipitation|enterohemorrhagic Escherichia coli O157:H7|EspF|flow sorting|KRAS|protein-protein interactions|subcellular localization	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038430959&origin=inward	Guangzhou Institute of Biomedicine and Health|Sun Yat-Sen University|Southern Medical University	2-s2.0-85038430959	Future Microbiology	Journal	2018-01-01T00:00:00Z	2018	Screening for host proteins interacting with Escherichia coli O157:H7 EspF using bimolecular fluorescence complementation									
Bacterial cell envelope protein (CEP) complexes mediate a range of processes, including membrane assembly, antibiotic resistance and metabolic coordination. However, only limited characterization of relevant macromolecules has been reported to date. Here we present a proteomic survey of 1,347 CEPs encompassing 90% inner- and outer-membrane and periplasmic proteins of Escherichia coli. After extraction with non-denaturing detergents, we affinity-purified 785 endogenously tagged CEPs and identified stably associated polypeptides by precision mass spectrometry. The resulting high-quality physical interaction network, comprising 77% of targeted CEPs, revealed many previously uncharacterized heteromeric complexes. We found that the secretion of autotransporters requires translocation and the assembly module TamB to nucleate proper folding from periplasm to cell surface through a cooperative mechanism involving the β-barrel assembly machinery. We also establish that an ABC transporter of unknown function, YadH, together with the Mla system preserves outer membrane lipid asymmetry. This E. coli CEP 'interactome' provides insights into the functional landscape governing CE systems essential to bacterial growth, metabolism and drug resistance.	Babu M.|Bundalovic-Torma C.|Calmettes C.|Phanse S.|Zhang Q.|Jiang Y.|Minic Z.|Kim S.|Mehla J.|Gagarinova A.|Rodionova I.|Kumar A.|Guo H.|Kagan O.|Pogoutse O.|Aoki H.|Deineko V.|Caufield J.H.|Holtzapple E.|Zhang Z.|Vastermark A.|Pandya Y.|Lai C.C.L.|El Bakkouri M.|Hooda Y.|Shah M.|Burnside D.|Hooshyar M.|Vlasblom J.|Rajagopala S.V.|Golshani A.|Wuchty S.|F Greenblatt J.|Saier M.|Uetz P.|F Moraes T.|Parkinson J.|Emili A.	United States/Department of Computer Science/Wuchty S.|United States/University of California, San Diego/Rodionova I.|United States/University of California, San Diego/Holtzapple E.|United States/University of California, San Diego/Zhang Z.|United States/University of California, San Diego/Vastermark A.|United States/University of California, San Diego/Saier M.|United States/Boston University/Emili A.|United States/J. Craig Venter Institute/Rajagopala S.V.|United States/Virginia Commonwealth University/Mehla J.|United States/Virginia Commonwealth University/Caufield J.H.|United States/Virginia Commonwealth University/Uetz P.|Canada/The Hospital for Sick Children/Bundalovic-Torma C.|Canada/The Hospital for Sick Children/Jiang Y.|Canada/The Hospital for Sick Children/Parkinson J.|Canada/University of Regina/Babu M.|Canada/University of Regina/Phanse S.|Canada/University of Regina/Zhang Q.|Canada/University of Regina/Minic Z.|Canada/University of Regina/Kim S.|Canada/University of Regina/Kumar A.|Canada/University of Regina/Aoki H.|Canada/University of Regina/Deineko V.|Canada/University of Regina/Vlasblom J.|Canada/University of Toronto Faculty of Medicine/Bundalovic-Torma C.|Canada/University of Toronto Faculty of Medicine/Calmettes C.|Canada/University of Toronto Faculty of Medicine/Phanse S.|Canada/University of Toronto Faculty of Medicine/Guo H.|Canada/University of Toronto Faculty of Medicine/Kagan O.|Canada/University of Toronto Faculty of Medicine/Pogoutse O.|Canada/University of Toronto Faculty of Medicine/Pandya Y.|Canada/University of Toronto Faculty of Medicine/Lai C.C.L.|Canada/University of Toronto Faculty of Medicine/El Bakkouri M.|Canada/University of Toronto Faculty of Medicine/Hooda Y.|Canada/University of Toronto Faculty of Medicine/Shah M.|Canada/University of Toronto Faculty of Medicine/F Greenblatt J.|Canada/University of Toronto Faculty of Medicine/F Moraes T.|Canada/University of Toronto Faculty of Medicine/Parkinson J.|Canada/University of Toronto Faculty of Medicine/Emili A.|Canada/Carleton University/Burnside D.|Canada/Carleton University/Hooshyar M.|Canada/Carleton University/Golshani A.|Canada/Centre Armand-Frappier Santé Biotechnologie/Calmettes C.|Canada/University of Saskatchewan/Gagarinova A.|Canada/University of Saskatchewan/Holtzapple E.			United States|Canada	6bedea33-7d07-464a-bc87-ef20c103df99	10.1038/nbt.4024	National Institutes of Health	668daa32393fbc602a7f6bd6		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040457387&origin=inward	Department of Computer Science|University of California, San Diego|The Hospital for Sick Children|University of Regina|University of Toronto Faculty of Medicine|Boston University|Carleton University|Centre Armand-Frappier Santé Biotechnologie|University of Saskatchewan|J. Craig Venter Institute|Virginia Commonwealth University	2-s2.0-85040457387	Nature Biotechnology	Journal	2018-01-01T00:00:00Z	2018	Global landscape of cell envelope protein complexes in Escherichia coli									
Bacteria in the genus Cellulomonas are well known as secretors of a variety of mesophilic carbohydrate degrading enzymes (e.g., cellulases and hemicellulases), active against plant cell wall polysaccharides. Recent proteomic analysis of the mesophilic bacterium Cellulomonas fimi ATCC484 revealed uncharacterized enzymes for the hydrolysis of plant cell wall biomass. Celf-1230 (CfCel6C), a secreted protein of Cellulomonas fimi ATCC484, is a novel member of the GH6 family of cellulases that could be successfully expressed in Escherichia coli. This enzyme displayed very little enzymatic/hydrolytic activity at 30 °C, but showed an optimal activity around 65 °C, and exhibited a thermal denaturation temperature of 74 °C. In addition, it also strongly bound to filter paper despite having no recognizable carbohydrate binding module. Our experiments show that CfCel6C is a thermostable endoglucanase with activity on a variety of β-glucans produced by an organism that struggles to grow above 30 °C.	Saxena H.|Hsu B.|De Asis M.|Zierke M.|Sim L.|Withers S.G.|Wakarchuk W.	Canada/Toronto Metropolitan University/Saxena H.|Canada/Toronto Metropolitan University/Hsu B.|Canada/Toronto Metropolitan University/De Asis M.|Canada/Toronto Metropolitan University/Wakarchuk W.|Canada/The University of British Columbia/Zierke M.|Canada/The University of British Columbia/Sim L.|Canada/The University of British Columbia/Withers S.G.			Canada	6bedea33-7d07-464a-bc87-ef20c103df99	10.1139/bcb-2017-0150		668daa32393fbc602a7f6bd7	Cellulomonas|Endoglucanase|GH6|Thermostable	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041528812&origin=inward	Toronto Metropolitan University|The University of British Columbia	2-s2.0-85041528812	Biochemistry and Cell Biology	Journal	2018-01-01T00:00:00Z	2018	Characterization of a thermostable endoglucanase from Cellulomonas fimi ATCC484									
The apparent mislocalization or excretion of cytoplasmic proteins is a commonly observed phenomenon in both bacteria and eukaryotes. However, reports on the mechanistic basis and the cellular function of this so-called “nonclassi-cal protein secretion” are limited. Here we report that protein overexpression in recombinant cells and antibiotic-induced translation stress in wild-type Escherichia coli cells both lead to excretion of cytoplasmic protein (ECP). Condition-specific metabolomic and proteomic analyses, combined with genetic knockouts, indicate a role for both the large mechanosensitive channel (MscL) and the alternative ribosome rescue factor A (ArfA) in ECP. Collectively, the findings indicate that MscL-dependent protein excretion is positively regulated in response to both osmotic stress and arfA-mediated translational stress.IMPORTANCE Protein translocation is an essential feature of cellular organisms. Bacteria, like all single-cell organisms, interact with their environment by translocation of proteins across their cell membranes via dedicated secretion pathways. Proteins destined for secretion are directed toward the secretion pathways by the presence of specific signal peptides. This study demonstrates that under conditions of both osmotic stress and translation stress, E. coli cells undergo an excretion phenomenon whereby signal peptide-less proteins are translocated across both the inner and outer cell membranes into the extracellular environment. Confirming the presence of alternative translocation/excretion pathways and understanding their function and regulation are thus important for fundamental microbiology and biotechnology.	Morra R.|Del Carratore F.|Muhamadali H.|Horga L.|Halliwell S.|Goodacre R.|Breitling R.|Dixon N.	United Kingdom/The University of Manchester/Morra R.|United Kingdom/The University of Manchester/Del Carratore F.|United Kingdom/The University of Manchester/Muhamadali H.|United Kingdom/The University of Manchester/Horga L.|United Kingdom/The University of Manchester/Halliwell S.|United Kingdom/The University of Manchester/Goodacre R.|United Kingdom/The University of Manchester/Breitling R.|United Kingdom/The University of Manchester/Dixon N.			United Kingdom	6bedea33-7d07-464a-bc87-ef20c103df99	10.1128/mBio.02118-17	Seventh Framework Programme	668daa32393fbc602a7f6bd8	ArfA|MscL|Osmotic stress|Protein excretion|Translation stress	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043499521&origin=inward	The University of Manchester	2-s2.0-85043499521	mBio	Journal	2018-01-01T00:00:00Z	2018	Translation stress positively regulates mscl-dependent excretion of cytoplasmic proteins									
The underlying mechanism and cellular responses of bacteria against toxic cadmium ions is still not fully understood. Herein, Escherichia coli TG1 expressing hexahistidine- green fluorescent protein (His6GFP) and cells expressing polyhistidine-fused to the outer membrane protein A (His-OmpA) were applied as models to investigate roles of cytoplasmic metal complexation and metal chelation at the surface membrane, respec- tively, upon exposure to cadmium stress. Two-dimensional gel electrophoresis (2-DE) and two-dimensional difference in gel electrophoresis (2D-DIGE) in conjunction with mass spectrometry-based protein identification had successfully revealed the low level expression of antioxidative enzymes and stress-responsive proteins such as manganese- superoxide dismutase (MnSOD; +1.65 fold), alkyl hydroperoxide reductase subunit C (AhpC; +1:03 fold) and DNA starvation/stationary phase protection protein (Dps; -1.02 fold) in cells expressing His6GFP in the presence of 0.2 mM cadmium ions. By contrarily, cadmium exposure led to the up-regulation of MnSOD of up to C7:20 and C3:08 fold in TG1-carrying pUC19 control plasmid and TG1 expressing native GFP, respectively, for defensive purposes against Cd-induced oxidative cell damage. Our findings strongly support the idea that complex formation between cadmium ions and His6GFP could prevent reactive oxygen species (ROS) caused by interaction between Cd2+ and electron transport chain. This coincided with the evidence that cells expressing His6GFP could maintain their growth pattern in a similar fashion as that of the control cells even in the presence of harmful cadmium. Interestingly, overexpression of either OmpA or His-OmpA in E. coli cells has also been proven to confer protection against cadmium toxicity as comparable to that observed in cells expressing His6GFP. Blockage of metal uptake as a consequence of anchored polyhistidine residues on surface membrane limited certain amount of cadmium ions in which some portion could pass through and exert their toxic effects to cells as observed by the increased expression of MnSOD of up to +9:91 and +3:31 fold in case of TG1 expressing only OmpA and His- OmpA, respectively. Plausible mechanisms of cellular responses and protein mapping in the presence of cadmium ions were discussed. Taken together, we propose that the intracellular complexation of cadmium ions by metal-binding regions provides more efficiency to cope with cadmium stress than the blockage of metal uptake at the surface membrane. Such findings provide insights into the molecular mechanism and cellular adaptation against cadmium toxicity in bacteria.	Isarankura-Na-Ayudhya P.|Thippakorn C.|Pannengpetch S.|Roytrakul S.|Isarankura-Na-Ayudhya C.|Bunmee N.|Sawangnual S.|Prachayasittikul V.	Thailand/Mahidol University/Thippakorn C.|Thailand/Mahidol University/Pannengpetch S.|Thailand/Mahidol University/Isarankura-Na-Ayudhya C.|Thailand/Mahidol University/Prachayasittikul V.|Thailand/Thammasat University/Isarankura-Na-Ayudhya P.|Thailand/Thammasat University/Bunmee N.|Thailand/Thammasat University/Sawangnual S.|Thailand/Thailand National Center for Genetic Engineering and Biotechnology/Roytrakul S.			Thailand	6bedea33-7d07-464a-bc87-ef20c103df99	10.7717/peerj.5245	Mahidol University	668daa32393fbc602a7f6bd9	Cadmium stress|Metal complexation|Outer membrane protein|Polyhistidine|Proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050639015&origin=inward	Mahidol University|Thammasat University|Thailand National Center for Genetic Engineering and Biotechnology	2-s2.0-85050639015	PeerJ	Journal	2018-01-01T00:00:00Z	2018	Metal complexation by histidine-rich peptides confers protective roles against cadmium stress in Escherichia coli as revealed by proteomics analysis									
AAA + proteases (ATPases associated with various cellular activities) shape the cellular protein pool in response to environmental conditions. A prerequisite for understanding the underlying recognition and degradation principles is the identification of as many protease substrates as possible. Most previous studies made use of inactive protease variants to trap substrates, which were identified by 2D-gel based proteomics. Since this method is known for limitations in the identification of low-abundant proteins or proteins with many transmembrane domains, we established a trapping approach that overcomes these limitations. We used a proteolytically inactive FtsH variant (FtsH trap ) of Escherichia coli (E. coli) that is still able to bind and translocate substrates into the proteolytic chamber but no longer able to degrade proteins. Proteins associated with FtsH trap or FtsH wt (proteolytically active FtsH) were purified, concentrated by an 1D-short gel, and identified by LC-coupled mass spectrometry (LC-MS) followed by label-free quantification. The identification of four known FtsH substrates validated this approach and suggests that it is generally applicable to AAA + proteases.	Lindemann C.|Thomanek N.|Kuhlmann K.|Meyer H.E.|Marcus K.|Narberhaus F.	Germany/Medizinische Fakultät der Ruhr-Universität Bochum/Lindemann C.|Germany/Medizinische Fakultät der Ruhr-Universität Bochum/Thomanek N.|Germany/Medizinische Fakultät der Ruhr-Universität Bochum/Kuhlmann K.|Germany/Medizinische Fakultät der Ruhr-Universität Bochum/Meyer H.E.|Germany/Medizinische Fakultät der Ruhr-Universität Bochum/Marcus K.|Germany/Ruhr-Universitat Bochum/Narberhaus F.			Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.1007/978-1-4939-8695-8_14	Deutsche Forschungsgemeinschaft	668daa32393fbc602a7f6bda	AAA   protease  +|FtsH|Label-free proteomics|Mass spectrometry|Protease substrate|Regulated proteolysis|Trapping	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054180809&origin=inward	Medizinische Fakultät der Ruhr-Universität Bochum|Ruhr-Universitat Bochum	2-s2.0-85054180809	Methods in Molecular Biology	Book Series	2018-01-01T00:00:00Z	2018	Next-generation trapping of protease substrates by label-free proteomics									
Posttranslational modifications, such as Nε-lysine acetylation, regulate protein function. Nε-lysine acetylation can occur either nonenzymatically or enzymatically. The nonenzymatic mechanism uses acetyl phosphate (AcP) or acetyl coenzyme A (AcCoA) as acetyl donor to modify an Nε-lysine residue of a protein. The enzymatic mechanism uses Nε-lysine acetyltransferases (KATs) to specifically transfer an acetyl group from AcCoA to Nε-lysine residues on proteins. To date, only one KAT (YfiQ, also known as Pka and PatZ) has been identified in Escherichia coli. Here, we demonstrate the existence of 4 additional E. coli KATs: RimI, YiaC, YjaB, and PhnO. In a genetic background devoid of all known acetylation mechanisms (most notably AcP and YfiQ) and one deacetylase (CobB), overexpression of these putative KATs elicited unique patterns of protein acetylation. We mutated key active site residues and found that most of them eliminated enzymatic acetylation activity. We used mass spectrometry to identify and quantify the specificity of YfiQ and the four novel KATs. Surprisingly, our analysis revealed a high degree of substrate specificity. The overlap between KAT-dependent and AcP-dependent acetylation was extremely limited, supporting the hypothesis that these two acetylation mechanisms play distinct roles in the posttranslational modification of bacterial proteins. We further showed that these novel KATs are conserved across broad swaths of bacterial phylogeny. Finally, we determined that one of the novel KATs (YiaC) and the known KAT (YfiQ) can negatively regulate bacterial migration. Together, these results emphasize distinct and specific nonenzymatic and enzymatic protein acetylation mechanisms present in bacteria. IMPORTANCE Nε-Lysine acetylation is one of the most abundant and important posttranslational modifications across all domains of life. One of the best-studied effects of acetylation occurs in eukaryotes, where acetylation of histone tails activates gene transcription. Although bacteria do not have true histones, Nε-lysine acetylation is prevalent; however, the role of these modifications is mostly unknown. We constructed an E. coli strain that lacked both known acetylation mechanisms to identify four new Nε-lysine acetyltransferases (RimI, YiaC, YjaB, and PhnO). We used mass spectrometry to determine the substrate specificity of these acetyltransferases. Structural analysis of selected substrate proteins revealed site-specific preferences for enzymatic acetylation that had little overlap with the preferences of the previously reported acetyl-phosphate nonenzymatic acetylation mechanism. Finally, YiaC and YfiQ appear to regulate flagellum-based motility, a phenotype critical for pathogenesis of many organisms. These acetyltransferases are highly conserved and reveal deeper and more complex roles for bacterial posttranslational modification.	Christensen D.G.|Meyer J.G.|Baumgartner J.T.|D’souza A.K.|Payne S.H.|Kuhn M.L.|Schilling B.|Wolfe A.J.|Nelson W.C.	United States/Buck Institute for Research on Aging/Meyer J.G.|United States/Buck Institute for Research on Aging/D’souza A.K.|United States/Buck Institute for Research on Aging/Schilling B.|United States/Stritch School of Medicine/Christensen D.G.|United States/Stritch School of Medicine/Wolfe A.J.|United States/San Francisco State University/Baumgartner J.T.|United States/San Francisco State University/Kuhn M.L.|United States/Pacific Northwest National Laboratory/Payne S.H.|United States/Pacific Northwest National Laboratory/Nelson W.C.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1128/mbio.01905-18	National Institutes of Health	668daa32393fbc602a7f6bdb	Acetylation|Acetyltransferase|Bacteria|GNAT|Lysine acetyltransferase|Mass spectrometry|Protein acetyltransferase|Proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055596297&origin=inward	Buck Institute for Research on Aging|Stritch School of Medicine|San Francisco State University|Pacific Northwest National Laboratory	2-s2.0-85055596297	mBio	Journal	2018-01-01T00:00:00Z	2018	Identification of novel protein lysine acetyltransferases in escherichia coli									
Objective: Vascular endothelial dysfunction is a key component of several major human diseases, but the molecular basis of this complex disorder has been difficult to determine in vivo. Previous attempts to identify key mediators of vascular endothelial dysfunction in experimental models have been limited by the lack of suitable methods for system-wide analyses of vascular bed biology. Here, we aimed to develop a novel method for investigating vascular endothelial dysfunction pathogenesis that enables system-wide analyses of molecular interactions between endothelial glycocalyx, endothelial cells, and smooth muscle cells in murine. Approach and Results: We developed a new technique using whole-body differential perfusion with increasing concentrations of detergent buffer to selectively solubilize distinct layers of vascular bed tissue in rodents. When combined with proteomics techniques, our novel approach of differential systemic decellularization in vivo enabled quantitative profiling of vascular beds throughout the body. Initial perfusion with phosphate buffer was used to obtain the endothelial glycocalyx, followed by subsequent extraction of endothelial cell components, and finally by smooth muscle cell constituents with increasing concentrations of detergent. Differential systemic decellularization in vivo has also been successfully applied to characterize molecular events in the vascular bed pathology of lipopolysaccharide-challenged mice. Conclusions: Together, these data indicate that differential systemic decellularization in vivo permits system-wide molecular characterization of vascular bed proteomes in rodent models and can be used to advance our current understanding of vascular endothelial dysfunction pathogenesis and progression in a wide range of disease settings.	Serra A.|Gallart-Palau X.|Eun Park J.|Yin Lim G.G.|Leong Lim K.|Hwa Ho H.|Tam J.P.|Kwan Sze S.	Singapore/School of Chemistry, Chemical Engineering and Biotechnology/Kwan Sze S.|Singapore/School of Biological Sciences/Serra A.|Singapore/School of Biological Sciences/Gallart-Palau X.|Singapore/School of Biological Sciences/Eun Park J.|Singapore/School of Biological Sciences/Tam J.P.|Singapore/National Neuroscience Institute of Singapore/Yin Lim G.G.|Singapore/National Neuroscience Institute of Singapore/Leong Lim K.|Singapore/National University of Singapore/Leong Lim K.|Singapore/Tan Tock Seng Hospital/Hwa Ho H.			Singapore	6bedea33-7d07-464a-bc87-ef20c103df99	10.1161/ATVBAHA.118.311552	National Medical Research Council	668daa32393fbc602a7f6bdc	Capillary beds|Endothelial cells|Glycocalyx|Proteomics|Smooth muscle	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055601498&origin=inward	School of Chemistry, Chemical Engineering and Biotechnology|School of Biological Sciences|National Neuroscience Institute of Singapore|National University of Singapore|Tan Tock Seng Hospital	2-s2.0-85055601498	Arteriosclerosis, Thrombosis, and Vascular Biology	Journal	2018-01-01T00:00:00Z	2018	Vascular bed molecular profiling by differential systemic decellularization in vivo									
