Abstract	Author	Author Hierarchy	Bookmarks	Cited By Count	Country	DatasetIds	DOI	Funding Details	Id	Keywords	Link	Organization	OriginId	Publication Name	Publication Type	Published	Published Year	Title	Cluster Label	Collection Date	Collection Group	Collection Label	Collection Owner	Comment Author	Comment Date	Comment Id	Comment Text
	D Huw Davies|Xiaowu Liang|Jenny E Hernandez|Arlo Randall|Siddiqua Hirst|Yunxiang Mu|Kimberly M Romero|Toai T Nguyen|Mina Kalantari-Dehaghi|Shane Crotty|Pierre Baldi|Luis P Villarreal|Philip L Felgner			14	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1073/pnas.0408782102		668da6b6393fbc602a7f4037	Animals|Antibodies, Viral|Antibody Formation|Antigens, Viral|Base Sequence|Cloning, Molecular|Humans|Infections|Mice|Molecular Sequence Data|Primates|Protein Array Analysis|Proteome|Serologic Tests|Vaccines|Vaccinia virus	https://pubmed.ncbi.nlm.nih.gov/15647345		15647345	Proceedings of the National Academy of Sciences of the United States of America	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2005-01-18T00:00:00Z	2005	Profiling the humoral immune response to infection by using proteome microarrays: high-throughput vaccine and diagnostic antigen discovery.									
	Ekaterina Mirgorodskaya|Corina Braeuer|Paola Fucini|Hans Lehrach|Johan Gobom			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200400984		668da6b6393fbc602a7f4038	Animals|Brain Chemistry|Chromatography, Liquid|Electrophoresis, Gel, Two-Dimensional|Escherichia coli Proteins|Mass Spectrometry|Mice|Nanotechnology|Peptide Mapping|Peptides|Reproducibility of Results|Ribosomal Proteins|Sensitivity and Specificity|Serum Albumin, Bovine|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization|Trypsin	https://pubmed.ncbi.nlm.nih.gov/15648048		15648048	Proteomics	Journal Article,Research Support, Non-U.S. Gov't	2005-02-01T00:00:00Z	2005	Nanoflow liquid chromatography coupled to matrix-assisted laser desorption/ionization mass spectrometry: sample preparation, data analysis, and application to the analysis of complex peptide mixtures.									
	Zhan-Yun Guo|Xiao-Yuan Jia|You-Min Feng			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1515/BC.2004.151		668da6b6393fbc602a7f4039	Amino Acids|Circular Dichroism|Disulfides|Escherichia coli|Glutamic Acid|Insulin|Protein Engineering|Receptor, Insulin|Saccharomyces cerevisiae|Spectrophotometry, Ultraviolet|Structure-Activity Relationship	https://pubmed.ncbi.nlm.nih.gov/15653430		15653430	Biological chemistry	Journal Article,Research Support, Non-U.S. Gov't	2004-12-01T00:00:00Z	2004	Replacement of the interchain disulfide bridge-forming amino acids A7 and B7 by glutamate impairs the structure and activity of insulin.									
	Anne Roberts|Seok-Yong Lee|Emma McCullagh|Ruth E Silversmith|David E Wemmer			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/prot.20267		668da6b6393fbc602a7f403a	Adenosine Monophosphate|Aluminum Compounds|Amino Acid Sequence|Beryllium|Binding Sites|Catalysis|Cloning, Molecular|Crystallography, X-Ray|Databases, Protein|Escherichia coli|Escherichia coli Proteins|Fluorides|Fluorine|Genomics|Hydrolases|Hydrolysis|Kinetics|Models, Chemical|Models, Molecular|Models, Statistical|Molecular Sequence Data|Phosphoprotein Phosphatases|Phosphoric Monoester Hydrolases|Phosphorylation|Protein Binding|Protein Folding|Protein Structure, Secondary|Protein Structure, Tertiary|Proteomics|Sequence Homology, Amino Acid|Substrate Specificity	https://pubmed.ncbi.nlm.nih.gov/15657928		15657928	Proteins	Journal Article,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, P.H.S.	2005-03-01T00:00:00Z	2005	YbiV from Escherichia coli K12 is a HAD phosphatase.									
	Masahiro Furutani|Jun-Ichi Hata|Yasuhito Shomura|Keisuke Itami|Takao Yoshida|Yoshitaka Izumoto|Akiko Togi|Akira Ideno|Takuo Yasunaga|Kunio Miki|Tadashi Maruyama			23	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1110/ps.041043905		668da6b6393fbc602a7f403b	Adenosine Triphosphatases|Adenosine Triphosphate|Amino Acid Sequence|Archaeal Proteins|Base Sequence|Chaperonins|Chromatography, Gel|Crystallography, X-Ray|Escherichia coli|Genetic Vectors|Green Fluorescent Proteins|Image Processing, Computer-Assisted|Immunoprecipitation|Ligands|Magnesium|Microscopy, Electron|Models, Molecular|Molecular Sequence Data|Plasmids|Protein Binding|Protein Conformation|Protein Engineering|Protein Folding|Proteomics|Recombinant Fusion Proteins|Temperature|Thermococcus|Time Factors	https://pubmed.ncbi.nlm.nih.gov/15659368		15659368	Protein science : a publication of the Protein Society	Journal Article	2005-02-01T00:00:00Z	2005	An engineered chaperonin caging a guest protein: Structural insights and potential as a protein expression tool.									
	Jiyeon Choi|Won-A Joo|Soo-Jin Park|So-Hee Lee|Chan-Wha Kim			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200401074		668da6b6393fbc602a7f403c	Acetyltransferases|Amino Acid Sequence|Cloning, Molecular|Computational Biology|DNA|Electrophoresis, Gel, Two-Dimensional|Electrophoresis, Polyacrylamide Gel|Escherichia coli|Glutathione Transferase|Green Fluorescent Proteins|Halobacterium salinarum|Hydrogen-Ion Concentration|Mass Spectrometry|Molecular Sequence Data|Protein Binding|Protein Conformation|Proteomics|Recombinant Proteins|Ribosomal Protein L3|Ribosomal Proteins|Salts|Sequence Homology, Amino Acid|Sodium Chloride|Spectrometry, Mass, Electrospray Ionization	https://pubmed.ncbi.nlm.nih.gov/15693067		15693067	Proteomics	Journal Article,Research Support, Non-U.S. Gov't	2005-03-01T00:00:00Z	2005	An efficient proteomics based strategy for the functional characterization of a novel halophilic enzyme from Halobacterium salinarum.									
	Huiying Li|Matteo Pellegrini|David Eisenberg			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1038/nbt1065		668da6b6393fbc602a7f403d	Amino Acid Sequence|Chromosome Mapping|Gene Expression Profiling|Gene Expression Regulation|Models, Biological|Molecular Sequence Data|Protein Interaction Mapping|Proteome|Sequence Alignment|Sequence Analysis, Protein|Signal Transduction|Structure-Activity Relationship	https://pubmed.ncbi.nlm.nih.gov/15696156		15696156	Nature biotechnology	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.	2005-02-01T00:00:00Z	2005	Detection of parallel functional modules by comparative analysis of genome sequences.									
	Margrethe H Serres|Monica Riley			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1089/omi.2004.8.306		668da6b6393fbc602a7f403e	Bacterial Proteins|Cluster Analysis|Databases, Protein|Escherichia coli|Evolution, Molecular|Genome|Genome, Bacterial|Models, Biological|Multigene Family|Peptides|Phylogeny|Protein Structure, Tertiary|Proteomics|Shewanella|Software	https://pubmed.ncbi.nlm.nih.gov/15703478		15703478	Omics : a journal of integrative biology	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.	2004-01-01T00:00:00Z	2004	Structural domains, protein modules, and sequence similarities enrich our understanding of the Shewanella oneidensis MR-1 proteome.									
	Kris De Vriendt|Sofie Theunissen|Wesley Carpentier|Lina De Smet|Bart Devreese|Jozef Van Beeumen			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200400989		668da6b6393fbc602a7f403f	Bacterial Proteins|Biofilms|Cell Respiration|Electrophoresis, Gel, Two-Dimensional|Escherichia coli Proteins|Fimbriae Proteins|Gene Expression Regulation, Bacterial|Heat-Shock Proteins|Heme|Intramolecular Transferases|Molecular Sequence Data|Proteome|Proteomics|Shewanella	https://pubmed.ncbi.nlm.nih.gov/15712242		15712242	Proteomics	Journal Article,Research Support, Non-U.S. Gov't	2005-04-01T00:00:00Z	2005	Proteomics of Shewanella oneidensis MR-1 biofilm reveals differentially expressed proteins, including AggA and RibB.									
	Masato Otsuka|Makoto Yasuda|Yuji Morita|Chie Otsuka|Tomofusa Tsuchiya|Hiroshi Omote|Yoshinori Moriyama			20	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1128/JB.187.5.1552-1558.2005		668da6b6393fbc602a7f4040	Amino Acid Sequence|Anti-Bacterial Agents|Antiporters|Bacterial Proteins|Biological Transport, Active|Escherichia coli|Ethidium|Molecular Sequence Data|Mutagenesis, Site-Directed|Norfloxacin|Point Mutation|Sequence Alignment|Sequence Homology, Amino Acid|Sodium|Time Factors|Vibrio parahaemolyticus	https://pubmed.ncbi.nlm.nih.gov/15716425		15716425	Journal of bacteriology	Journal Article	2005-03-01T00:00:00Z	2005	Identification of essential amino acid residues of the NorM Na+/multidrug antiporter in Vibrio parahaemolyticus.									
	David K Crockett|G Chris Fillmore|Kojo S J Elenitoba-Johnson|Megan S Lim			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200401046		668da6b6393fbc602a7f4041	Algorithms|Amino Acid Sequence|Cell Line, Tumor|Humans|Lymphoma|Molecular Sequence Data|PTEN Phosphohydrolase|Phosphoric Monoester Hydrolases|Protein Interaction Mapping|Proteomics|Recombinant Fusion Proteins|Reproducibility of Results|Tumor Suppressor Proteins	https://pubmed.ncbi.nlm.nih.gov/15717329		15717329	Proteomics	Journal Article,Research Support, Non-U.S. Gov't	2005-04-01T00:00:00Z	2005	Analysis of phosphatase and tensin homolog tumor suppressor interacting proteins by in vitro and in silico proteomics.									
	Jun Miao|Wei Wu|Thomas Spielmann|Marlene Belfort|Victoria Derbyshire|Georges Belfort			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1039/b413292k		668da6b6393fbc602a7f4042	Chromatography, Affinity|Endodeoxyribonucleases|Escherichia coli|Gene Expression Regulation, Bacterial|Hydrogen-Ion Concentration|Inteins|Microfluidics|Protein Splicing|Proteomics|Recombinant Fusion Proteins|Time Factors	https://pubmed.ncbi.nlm.nih.gov/15726200		15726200	Lab on a chip	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, U.S. Gov't, P.H.S.	2005-03-01T00:00:00Z	2005	Single-step affinity purification of toxic and non-toxic proteins on a fluidics platform.									
	Peter L Cummins|Jill E Gready			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/jcc.20192		668da6b6393fbc602a7f4043	Algorithms|Binding Sites|Catalysis|Computer Simulation|Escherichia coli|Kinetics|Models, Chemical|Tetrahydrofolate Dehydrogenase|Thermodynamics	https://pubmed.ncbi.nlm.nih.gov/15726569		15726569	Journal of computational chemistry	Journal Article,Research Support, Non-U.S. Gov't	2005-04-30T00:00:00Z	2005	Computational methods for the study of enzymic reaction mechanisms III: a perturbation plus QM/MM approach for calculating relative free energies of protonation.									
	Mark P Molloy|Sam Donohoe|Erin E Brzezinski|Greg W Kilby|Tracy I Stevenson|J David Baker|David R Goodlett|Douglas A Gage			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200400994		668da6b6393fbc602a7f4044	Anti-Infective Agents, Local|Escherichia coli|Escherichia coli Proteins|Isotope Labeling|Mass Spectrometry|Peptides|Proteome|Reproducibility of Results|Software|Triclosan	https://pubmed.ncbi.nlm.nih.gov/15732134		15732134	Proteomics	Evaluation Study,Journal Article	2005-04-01T00:00:00Z	2005	Large-scale evaluation of quantitative reproducibility and proteome coverage using acid cleavable isotope coded affinity tag mass spectrometry for proteomic profiling.									
	Mohamad Abbani|Mizuho Iwahara|Robert T Clubb			0	Netherlands	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.jmb.2005.01.019		668da6b6393fbc602a7f4045	Conjugation, Genetic|Crystallography, X-Ray|DNA|DNA Nucleotidyltransferases|DNA Transposable Elements|Models, Molecular|Molecular Structure|Nuclear Magnetic Resonance, Biomolecular|Protein Binding|Protein Structure, Secondary|Protein Structure, Tertiary|Recombinases|Tyrosine|Viral Proteins	https://pubmed.ncbi.nlm.nih.gov/15733914		15733914	Journal of molecular biology	Journal Article,Research Support, U.S. Gov't, P.H.S.	2005-03-18T00:00:00Z	2005	The structure of the excisionase (Xis) protein from conjugative transposon Tn916 provides insights into the regulation of heterobivalent tyrosine recombinases.									
	Moritz von Rechenberg|Brian Kelly Blake|Yew-Seng J Ho|Yuejun Zhen|Cindy Lou Chepanoske|Bonnie E Richardson|Nafei Xu|Vladimir Kery			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/pmic.200301088		668da6b6393fbc602a7f4046	Ampicillin|Drug Delivery Systems|Mass Spectrometry|Microspheres|Penicillin-Binding Proteins|Sarcosine|Sepharose	https://pubmed.ncbi.nlm.nih.gov/15761956		15761956	Proteomics	Journal Article	2005-05-01T00:00:00Z	2005	Ampicillin/penicillin-binding protein interactions as a model drug-target system to optimize affinity pull-down and mass spectrometric strategies for target and pathway identification.									
	Andrew G Garrow|Alison Agnew|David R Westhead			56	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1186/1471-2105-6-56		668da6b6393fbc602a7f4047	Algorithms|Bacterial Outer Membrane Proteins|Calibration|Cell Membrane|Chloroplasts|Computational Biology|Databases, Protein|Escherichia coli|Evolution, Molecular|Genome|Markov Chains|Membrane Proteins|Models, Molecular|Models, Statistical|Protein Structure, Secondary|Protein Structure, Tertiary|Proteins|Proteome|Proteomics|Reproducibility of Results|Sequence Alignment|Sequence Analysis, Protein|Sequence Homology, Amino Acid|Software|User-Computer Interface	https://pubmed.ncbi.nlm.nih.gov/15769290		15769290	BMC bioinformatics	Journal Article,Research Support, Non-U.S. Gov't	2005-03-15T00:00:00Z	2005	TMB-Hunt: an amino acid composition based method to screen proteomes for beta-barrel transmembrane proteins.									
	Michael L Nielsen|Mikhail M Savitski|Roman A Zubarev			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1074/mcp.T400022-MCP200		668da6b6393fbc602a7f4048	Cyclotrons|Electrons|Escherichia coli|Escherichia coli Proteins|Mass Spectrometry|Nanotechnology|Peptides|Proteins|Proteomics|Spectroscopy, Fourier Transform Infrared	https://pubmed.ncbi.nlm.nih.gov/15772112		15772112	Molecular & cellular proteomics : MCP	Journal Article,Research Support, Non-U.S. Gov't	2005-06-01T00:00:00Z	2005	Improving protein identification using complementary fragmentation techniques in fourier transform mass spectrometry.									
	Ilya G Serebriiskii|Rui Fang|Ekaterina Latypova|Richard Hopkins|Charles Vinson|J Keith Joung|Erica A Golemis			23	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1074/mcp.T500005-MCP200		668da6b6393fbc602a7f4049	Amino Acid Sequence|Bacterial Proteins|Base Sequence|DNA-Binding Proteins|Escherichia coli|Molecular Sequence Data|Plasmids|Protein Binding|Protein Interaction Mapping|Proto-Oncogene Proteins c-raf|Recombinant Fusion Proteins|Saccharomyces cerevisiae|Two-Hybrid System Techniques	https://pubmed.ncbi.nlm.nih.gov/15781424		15781424	Molecular & cellular proteomics : MCP	Journal Article,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.	2005-06-01T00:00:00Z	2005	A combined yeast/bacteria two-hybrid system: development and evaluation.									
	M Oldiges|Ralf Takors			0	Germany	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1007/b98913		668da6b6393fbc602a7f404a	Algorithms|Bioreactors|Escherichia coli|Escherichia coli Proteins|Flow Injection Analysis|Gene Expression Profiling|Gene Expression Regulation, Bacterial|Models, Biological|Phenylalanine|Reproducibility of Results|Sensitivity and Specificity|Signal Transduction|Stochastic Processes	https://pubmed.ncbi.nlm.nih.gov/15791937		15791937	Advances in biochemical engineering/biotechnology	Comparative Study,Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't	2005-01-01T00:00:00Z	2005	Applying metabolic profiling techniques for stimulus-response experiments: chances and pitfalls.									
	Sharon C Wunschel|Kristin H Jarman|Catherine E Petersen|Nancy B Valentine|Karen L Wahl|Dunja Schauki|Joany Jackman|Chad P Nelson|Edward White			13	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.jasms.2004.12.004		668da6b6393fbc602a7f404b	Bacterial Proteins|Escherichia coli|Laboratories|Peptide Mapping|Proteome|Reproducibility of Results|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	https://pubmed.ncbi.nlm.nih.gov/15792714		15792714	Journal of the American Society for Mass Spectrometry	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.	2005-04-01T00:00:00Z	2005	Bacterial analysis by MALDI-TOF mass spectrometry: an inter-laboratory comparison.									
	Nitin Bhardwaj|Hui Lu			0	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1093/bioinformatics/bti398		668da6b6393fbc602a7f404c	Animals|Chromosome Mapping|Evolution, Molecular|Gene Expression Profiling|Gene Expression Regulation|Humans|Mice|Oligonucleotide Array Sequence Analysis|Phylogeny|Protein Interaction Mapping|Proteome|Species Specificity|Statistics as Topic	https://pubmed.ncbi.nlm.nih.gov/15797912		15797912	Bioinformatics (Oxford, England)	Journal Article,Research Support, Non-U.S. Gov't	2005-06-01T00:00:00Z	2005	Correlation between gene expression profiles and protein-protein interactions within and across genomes.									
	Anna Pashkova|Hsuan-Shen Chen|Tomas Rejtar|Xin Zang|Roger Giese|Victor Andreev|Eugene Moskovets|Barry L Karger			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1021/ac048375g		668da6b6393fbc602a7f404d	Acetates|Cations|Chromatography, Liquid|Chromones|Coumarins|Escherichia coli Proteins|Mass Spectrometry|Peptides|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	https://pubmed.ncbi.nlm.nih.gov/15801742		15801742	Analytical chemistry	Journal Article,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, P.H.S.	2005-04-01T00:00:00Z	2005	Coumarin tags for analysis of peptides by MALDI-TOF MS and MS/MS. 2. Alexa Fluor 350 tag for increased peptide and protein Identification by LC-MALDI-TOF/TOF MS.									
	Jordan J Lichty|Joshua L Malecki|Heather D Agnew|Daniel J Michelson-Horowitz|Song Tan			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.pep.2005.01.019		668da6b6393fbc602a7f404e	Affinity Labels|Animals|Chromatography, Affinity|DNA-Binding Proteins|Drosophila|Escherichia coli|HeLa Cells|Humans|Protein Kinases|Proteomics|Recombinant Fusion Proteins|Saccharomyces cerevisiae|Saccharomyces cerevisiae Proteins|Tetrahydrofolate Dehydrogenase	https://pubmed.ncbi.nlm.nih.gov/15802226		15802226	Protein expression and purification	Comparative Study,Journal Article,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, P.H.S.	2005-05-01T00:00:00Z	2005	Comparison of affinity tags for protein purification.									
	Markus Koschorreck|Markus Fischer|Sandra Barth|Jürgen Pleiss			34	England	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1186/1471-2164-6-49		668da6b6393fbc602a7f404f	Animals|DNA Primers|Databases, Protein|Escherichia coli|Gene Library|Genetic Techniques|Genomics|Humans|Hydrolases|Models, Chemical|Models, Statistical|Phylogeny|Protein Engineering|Protein Folding|Proteins|Proteomics|Recombinant Proteins|Sequence Analysis, DNA|Software|Solubility	https://pubmed.ncbi.nlm.nih.gov/15804363		15804363	BMC genomics	Journal Article	2005-04-02T00:00:00Z	2005	How to find soluble proteins: a comprehensive analysis of alpha/beta hydrolases for recombinant expression in E. coli.									
	Thomas B Acton|Kristin C Gunsalus|Rong Xiao|Li Chung Ma|James Aramini|Michael C Baran|Yi-Wen Chiang|Teresa Climent|Bonnie Cooper|Natalia G Denissova|Shawn M Douglas|John K Everett|Chi Kent Ho|Daphne Macapagal|Paranji K Rajan|Ritu Shastry|Liang-Yu Shih|G V T Swapna|Michael Wilson|Margaret Wu|Mark Gerstein|Masayori Inouye|John F Hunt|Gaetano T Montelione			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/S0076-6879(05)94008-1		668da6b6393fbc602a7f4050	Chromatography, Gel|Cloning, Molecular|Computational Biology|Magnetic Resonance Spectroscopy|Protein Biosynthesis|Proteins|Robotics|Software	https://pubmed.ncbi.nlm.nih.gov/15808222		15808222	Methods in enzymology	Journal Article,Research Support, U.S. Gov't, P.H.S.	2005-01-01T00:00:00Z	2005	Robotic cloning and Protein Production Platform of the Northeast Structural Genomics Consortium.									
	Evelyne Turlin|Odile Sismeiro|Jean Pierre Le Caer|Valérie Labas|Antoine Danchin|Francis Biville			0	France	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1016/j.resmic.2004.10.012		668da6b6393fbc602a7f4051	Amino Acid Sequence|Base Sequence|DNA, Bacterial|Dioxygenases|Electrophoresis, Gel, Two-Dimensional|Electrophoretic Mobility Shift Assay|Escherichia coli|Gene Expression Regulation, Bacterial|Molecular Sequence Data|Mutagenesis, Insertional|Oxidative Stress|Phenylpropionates|Polymerase Chain Reaction|Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	https://pubmed.ncbi.nlm.nih.gov/15808934		15808934	Research in microbiology	Journal Article,Research Support, Non-U.S. Gov't	2005-04-01T00:00:00Z	2005	3-phenylpropionate catabolism and the Escherichia coli oxidative stress response.									
	Wei-Guo Hu|Jun Wei|Heng-Chuan Xia|Xin-Xiu Yang|Feng Li|Guang-Di Li|Yuan Wang|Zu-Chuan Zhang			39	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.3748/wjg.v11.i14.2088		668da6b6393fbc602a7f4052	Animals|Epitopes|Epitopes, B-Lymphocyte|Female|Hepatitis B|Hepatitis B Antibodies|Hepatitis B Surface Antigens|Hepatitis B Vaccines|Hepatitis B virus|Humans|Immunization|Mice|Mice, Inbred BALB C|Protein Precursors|Protein Structure, Tertiary|Viral Fusion Proteins	https://pubmed.ncbi.nlm.nih.gov/15810073		15810073	World journal of gastroenterology	Journal Article	2005-04-14T00:00:00Z	2005	Identification of the immunogenic domains in HBsAg preS1 region using overlapping preS1 fragment fusion proteins.									
	Ilana S Aldor|Denise C Krawitz|William Forrest|Christina Chen|Julie C Nishihara|John C Joly|Kathleen M Champion			38	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1128/AEM.71.4.1717-1728.2005		668da6b6393fbc602a7f4053	Bacterial Proteins|CD18 Antigens|Electrophoresis, Gel, Two-Dimensional|Escherichia coli|Escherichia coli Proteins|Fermentation|Gene Expression Profiling|Gene Expression Regulation, Bacterial|Heat-Shock Proteins|Image Processing, Computer-Assisted|Immunoglobulin Fragments|Industrial Microbiology|Proteome|Recombinant Proteins	https://pubmed.ncbi.nlm.nih.gov/15811994		15811994	Applied and environmental microbiology	Journal Article	2005-04-01T00:00:00Z	2005	Proteomic profiling of recombinant Escherichia coli in high-cell-density fermentations for improved production of an antibody fragment biopharmaceutical.									
	Vanessa Franssens|Gert Simonet|Annelies Bronckaers|Ilse Claeys|Arnold De Loof|Jozef Vanden Broeck			0	United States	3ca7ede1-93e8-4fdd-98ff-e89a263c1243	10.1002/arch.20053		668da6b6393fbc602a7f4054	Animals|Arachidonic Acid|Bacillus thuringiensis|Dexamethasone|Diptera|Dose-Response Relationship, Drug|Eicosanoids|Escherichia coli|Glucans|Immunity, Innate|Larva|Microscopy|Naproxen|Polysaccharides|Saccharomyces cerevisiae|Umbelliferones	https://pubmed.ncbi.nlm.nih.gov/15822095		15822095	Archives of insect biochemistry and physiology	Comparative Study,Journal Article,Research Support, Non-U.S. Gov't	2005-05-01T00:00:00Z	2005	Eicosanoids mediate the laminarin-induced nodulation response in larvae of the flesh fly, Neobellieria bullata.									
