"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"Sirt3, Mitochondrial ROS, Ageing, and Carcinogenesis","Park, Seong-Hoon; Ozden, Ozkan; Jiang, Haiyan; Cha, Yong I.; Pennington, J. Daniel; Aykin-Burns, Nukhet; Spitz, Douglas R.; Gius, David; Kim, Hyun-Seok","59 BASIC BIOLOGICAL SCIENCES; Biochemistry & Molecular Biology; Chemistry; Sirt3; mitochondria; acetylation; acetylome; cancer; MnSOD; carcinogenesis; receptor positive breast cancer","One fundamental observation in cancer etiology is that the rate of malignancies in any mammalian population increases exponentially as a function of age, suggesting a mechanistic link between the cellular processes governing longevity and carcinogenesis. In addition, it is well established that aberrations in mitochondrial metabolism, as measured by increased reactive oxygen species (ROS), are observed in both aging and cancer. In this regard, genes that impact upon longevity have recently been characterized in S. cerevisiae and C. elegans, and the human homologs include the Sirtuin family of protein deacetylases. Interestingly, three of the seven sirtuin proteins are localized into the mitochondria suggesting a connection between the mitochondrial sirtuins, the free radical theory of aging, and carcinogenesis. Based on these results it has been hypothesized that Sirt3 functions as a mitochondrial fidelity protein whose function governs both aging and carcinogenesis by modulating ROS metabolism. Sirt3 has also now been identified as a genomically expressed, mitochondrial localized tumor suppressor and this review will outline potential relationships between mitochondrial ROS/superoxide levels, aging, and cell phenotypes permissive for estrogen and progesterone receptor positive breast carcinogenesis.","MDPI","","Univ. of Iowa, Iowa City, IA (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division","","United States","2011-09-01T04:00:00Z","English","Journal Article","","Journal Name: International Journal of Molecular Sciences (Online); Journal Volume: 12; Journal Issue: 9","","Medium: ED; Size: p. 6226-6239","","","SC0000830","Journal ID: ISSN 1422-0067; IJMCFK; PII: ijms12096226","10.3390/ijms12096226","","2023-07-03T04:00:00Z","1628360","https://www.osti.gov/biblio/1628360","https://www.osti.gov/servlets/purl/1628360","International Journal of Molecular Sciences (Online)","9","12"
"The WD40 protein Caf4p is a component of the mitochondrial fission machinery and recruits Dnm1p to mitochondria","Griffin, Erik E.; Graumann, Johannes; Chan, David C.","59 BASIC BIOLOGICAL SCIENCES; Cell Biology","The mitochondrial division machinery regulates mitochondrial dynamics and consists of Fis1p, Mdv1p, and Dnm1p. Mitochondrial division relies on the recruitment of the dynamin-related protein Dnm1p to mitochondria. Dnm1p recruitment depends on the mitochondrial outer membrane protein Fis1p. Mdv1p interacts with Fis1p and Dnm1p, but is thought to act at a late step during fission because Mdv1p is dispensable for Dnm1p localization. We identify the WD40 repeat protein Caf4p as a Fis1p-associated protein that localizes to mitochondria in a Fis1p-dependent manner. Caf4p interacts with each component of the fission apparatus: with Fis1p and Mdv1p through its NH2-terminal half and with Dnm1p through its COOH-terminal WD40 domain. We demonstrate that mdv1Δ yeast contain residual mitochondrial fission due to the redundant activity of Caf4p. Moreover, recruitment of Dnm1p to mitochondria is disrupted in mdv1Δ caf4Δ yeast, demonstrating that Mdv1p and Caf4p are molecular adaptors that recruit Dnm1p to mitochondrial fission sites. Our studies support a revised model for assembly of the mitochondrial fission apparatus.","Rockefeller University Press","","California Institute of Technology (CalTech), Pasadena, CA (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division; National Institutes of Health (NIH)","","United States","2005-07-11T04:00:00Z","English","Journal Article","","Journal Name: Journal of Cell Biology; Journal Volume: 170; Journal Issue: 2","","Medium: ED; Size: p. 237-248","","","GM07616; GM62967","Journal ID: ISSN 0021-9525","10.1083/jcb.200503148","","2023-07-03T04:00:00Z","1625134","https://www.osti.gov/biblio/1625134","https://www.osti.gov/servlets/purl/1625134","Journal of Cell Biology","2","170"
"EMSL Outlook Review 2005","Campbell, Allison A","99 GENERAL AND MISCELLANEOUS//MATHEMATICS, COMPUTING, AND INFORMATION SCIENCE; US DOE; LABORATORIES; HISTORICAL ASPECTS; RESEARCH PROGRAMS; PROGRAM MANAGEMENT","The William R. Wiley Environmental Molecular Sciences Laboratory (EMSL) is a national user facility that contains state-of-the-art instrumentation and expert resources available for use by researchers from academia, industry, and the national laboratory system. The facility is supported by the U.S. Department of Energy’s (DOE) Biological and Environmental Research Program, but the research conducted within the facility benefits many funding agencies, including other branches of DOE, the National Institutes of Health, the National Science Foundation, and the Department of Defense. EMSL requires the continued funding and support of its stakeholders and clients to continue to grow its mission, build its reputation as a sought-after national user facility with cutting-edge capabilities, and attract high-profile users who will work to solve the most critical scientific challenges that affect DOE and the nation. In this vein, this document has been compiled to provide these stakeholders and clients with a review document that provides an abundance of information on EMSL’s history, current research activities, and proposed future direction.","","","Pacific Northwest National Lab. (PNNL), Richland, WA (United States)","USDOE","","United States","2005-04-01T05:00:00Z","English","Technical Report","","","","Medium: ED; Size: PDFN","","PNNL-15166","AC05-76RL01830","KP1303000; TRN: US200810%%132","10.2172/877051","","2014-10-10T04:00:00Z","877051","https://www.osti.gov/biblio/877051","https://www.osti.gov/servlets/purl/877051","","",""
"Widespread Polycistronic Transcripts in Fungi Revealed by Single-Molecule mRNA Sequencing","Gordon, Sean P.; Tseng, Elizabeth; Salamov, Asaf; Zhang, Jiwei; Meng, Xiandong; Zhao, Zhiying; Kang, Dongwan; Underwood, Jason; Grigoriev, Igor V.; Figueroa, Melania; Schilling, Jonathan S.; Chen, Feng; Wang, Zhong","59 BASIC BIOLOGICAL SCIENCES; Science & Technology - Other Topics","Genes in prokaryotic genomes are often arranged into clusters and co-transcribed into polycistronic RNAs. Isolated examples of polycistronic RNAs were also reported in some higher eukaryotes but their presence was generally considered rare. Here we developed a longread sequencing strategy to identify polycistronic transcripts in several mushroom forming fungal species including Plicaturopsis crispa, Phanerochaete chrysosporium, Trametes versicolor, and Gloeophyllum trabeum. We found genome-wide prevalence of polycistronic transcription in these Agaricomycetes, involving up to 8% of the transcribed genes. Unlike polycistronic mRNAs in prokaryotes, these co-transcribed genes are also independently transcribed. We show that polycistronic transcription may interfere with expression of the downstream tandem gene. Further comparative genomic analysis indicates that polycistronic transcription is conserved among a wide range of mushroom forming fungi. In summary, our study revealed, for the first time, the genome prevalence of polycistronic transcription in a phylogenetic range of higher fungi. Furthermore, we systematically show that our long-read sequencing approach and combined bioinformatics pipeline is a generic powerful tool for precise characterization of complex transcriptomes that enables identification of mRNA isoforms not recovered via short-read assembly.","Public Library of Science","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE Office of Science (SC)","","United States","2015-07-15T04:00:00Z","English","Journal Article","","Journal Name: PLoS ONE; Journal Volume: 10; Journal Issue: 7","","Medium: ED; Size: Article No. e0132628","","","AC02-05CH11231","Journal ID: ISSN 1932-6203","10.1371/journal.pone.0132628","","2024-11-25T05:00:00Z","1627758","https://www.osti.gov/biblio/1627758","https://www.osti.gov/servlets/purl/1627758","PLoS ONE","7","10"
"LLNL Genomic Assessment: Viral and Bacterial Sequencing Needs for TMTI, Tier 1 Report","Slezak, T; Borucki, M; Lenhoff, R; Vitalis, E","59 BASIC BIOLOGICAL SCIENCES; ANTIBIOTICS; BACTERIA; DETECTION; FEVER; GENES; PATHOGENS; PROTEIN STRUCTURE; QUEUES; RECOMMENDATIONS; RESOLUTION; STRAINS; TRANSFORMATIONS; VACCINES; VIRULENCE; VIRUSES","The Lawrence Livermore National Lab Bioinformatics group has recently taken on a role in DTRA's Transformation Medical Technologies Initiative (TMTI). The high-level goal of TMTI is to accelerate the development of broad-spectrum countermeasures. To achieve those goals, TMTI has a near term need to obtain more sequence information across a large range of pathogens, near neighbors, and across a broad geographical and host range. Our role in this project is to research available sequence data for the organisms of interest and identify critical microbial sequence and knowledge gaps that need to be filled to meet TMTI objectives. This effort includes: (1) assessing current genomic sequence for each agent including phylogenetic and geographical diversity, host range, date of isolation range, virulence, sequence availability of key near neighbors, and other characteristics; (2) identifying Subject Matter Experts (SME's) and potential holders of isolate collections, contacting appropriate SME's with known expertise and isolate collections to obtain information on isolate availability and specific recommendations; (3) identifying sequence as well as knowledge gaps (eg virulence, host range, and antibiotic resistance determinants); (4) providing specific recommendations as to the most valuable strains to be placed on the DTRA sequencing queue. We acknowledge that criteria for prioritization of isolates for sequencing falls into two categories aligning with priority queues 1 and 2 as described in the summary. (Priority queue 0 relates to DTRA operational isolates whose availability is not predictable in advance.) 1. Selection of isolates that appear to have likelihood to provide information on virulence and antibiotic resistance. This will include sequence of known virulent strains. Particularly valuable would be virulent strains that have genetically similar yet avirulent, or non human transmissible, counterparts that can be used for comparison to help identify key virulence or host range genes. This approach will provide information that can be used by structural biologists to help develop therapeutics and vaccines. We have pointed out such high priority strains of which we are aware, and note that if any such isolates should be discovered, they will rise to the top priority. We anticipate difficulty locating samples with unusual resistance phenotypes, in particular. Sequencing strategies for isolates in queue 1 should aim for as complete finishing status as possible, since high-quality initial annotation (gene-calling) will be necessary for the follow-on protein structure analyses contributing to countermeasure development. Queue 2 for sequencing determination will be more dynamic than queue 1, and samples will be added to it as they become available to the TMTI program. 2. Selection of isolates that will provide broader information about diversity and phylogenetics and aid in specific detection as well as forensics. This approach focuses on sequencing of isolates that will provide better resolution of variants that are (or were) circulating in nature. The finishing strategy for queue 2 does not require complete closing with annotation. This queue is more static, as there is considerable phylogenetic data, and in this report we have sought to reveal gaps and make suggestions to fill them given existing sequence data and strain information. In this report we identify current sequencing gaps in both priority queue categories. Note that this is most applicable to the bacterial pathogens, as most viruses are by default in queue 1. The Phase I focus of this project is on viral hemorrhagic fever viruses and Category A bacterial agents as defined to us by TMTI. We have carried out individual analyses on each species of interest, and these are included as chapters in this report. Viruses and bacteria are biologically very distinct from each other and require different methods of analysis and criteria for sequencing prioritization. Therefore, we will describe our methods, analyses and conclusions separately for each category.","","","Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)","USDOE","","United States","2009-09-29T04:00:00Z","English","Technical Report","","","","Medium: ED; Size: PDF-file: 97 pages; size: 6.6 Mbytes","","LLNL-TR-417549","W-7405-ENG-48","TRN: US201006%%852","10.2172/971776","","2021-05-03T04:00:00Z","971776","https://www.osti.gov/biblio/971776","https://www.osti.gov/servlets/purl/971776","","",""
"<strong>Integrating phenotype ontologies across multiple species<\/strong>","Mungall, Christopher J.; Gkoutos, Georgios V.; Smith, Cynthia L.; Haendel, Melissa A.; Lewis, Suzanna E.; Ashburner, Michael","59 BASIC BIOLOGICAL SCIENCES; situs inversus; human phenotype; mammalian phenotype; phenotype ontology; logical definition","Phenotype ontologies are typically constructed to serve the needs of a particular community, such as annotation of genotype-phenotype associations in mouse or human. Here we demonstrate how these ontologies can be improved through assignment of logical definitions using a core ontology of phenotypic qualities and multiple additional ontologies from the Open Biological Ontologies library. We also show how these logical definitions can be used for data integration when combined with a unified multi-species anatomy ontology.","BioMed Central","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER); National Institutes of Health (NIH); Biotechnology and Biological Sciences Research Council (BBSRC)","","United States","2010-01-08T05:00:00Z","English","Journal Article","","Journal Name: GenomeBiology.com; Journal Volume: 11; Journal Issue: 1","","Medium: ED; Size: Article No. R2 (2010)","","","AC02-05CH11231; U54 HG004028; HG000330; BG/G004358/1","Journal ID: ISSN 1465-6906; PII: gb-2010-11-1-r2","10.1186/gb-2010-11-1-r2","","2023-07-03T04:00:00Z","1626735","https://www.osti.gov/biblio/1626735","https://www.osti.gov/servlets/purl/1626735","GenomeBiology.com","1","11"
"Standardized benchmarking in the quest for orthologs","Altenhoff, Adrian M.; Boeckmann, Brigitte; Capella-Gutierrez, Salvador; Dalquen, Daniel A.; DeLuca, Todd; Forslund, Kristoffer; Huerta-Cepas, Jaime; Linard, Benjamin; Pereira, Cécile; Pryszcz, Leszek P.; Schreiber, Fabian; da Silva, Alan Sousa; Szklarczyk, Damian; Train, Clément-Marie; Bork, Peer; Lecompte, Odile; von Mering, Christian; Xenarios, Ioannis; Sjölander, Kimmen; Jensen, Lars Juhl; Martin, Maria J.; Muffato, Matthieu; Gabaldón, Toni; Lewis, Suzanna E.; Thomas, Paul D.; Sonnhammer, Erik; Dessimoz, Christophe","59 BASIC BIOLOGICAL SCIENCES; biochemistry & molecular biology; phylogeny; protein function predictions; sequence annotation; standards","Achieving high accuracy in orthology inference is essential for many comparative, evolutionary and functional genomic analyses, yet the true evolutionary history of genes is generally unknown and orthologs are used for very different applications across phyla, requiring different precision–recall trade-offs. As a result, it is difficult to assess the performance of orthology inference methods. Here, we present a community effort to establish standards and an automated web-based service to facilitate orthology benchmarking. Using this service, we characterize 15 well-established inference methods and resources on a battery of 20 different benchmarks. Standardized benchmarking provides a way for users to identify the most effective methods for the problem at hand, sets a minimum requirement for new tools and resources, and guides the development of more accurate orthology inference methods.","Nature Publishing Group","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE Office of Science (SC), Basic Energy Sciences (BES); Swiss National Science Foundation (SNF); Biotechnology and Biological Sciences Research Council (BBSRC); Ministry of Economic Affairs and Digital Transformation of Spain (MINECO); Qatar National Research Fund (QNRF); European Research Council (ERC); National Institutes of Health (NIH); State Secretariat for Education, Research and Innovation (SERI); National Science Foundation (NSF); European Molecular Biology Laboratory; Wellcome Trust; Novo Nordisk Foundation; La Caixa–CRG International Fellowship Program","Quest for Orthologs Consortium","United States","2016-04-04T04:00:00Z","English","Journal Article","","Journal Name: Nature Methods; Journal Volume: 13; Journal Issue: 5","","Medium: ED; Size: p. 425-430","","","AC02-05CH11231; PP00P3_150654; BB/L018241/1; BIO2012-37161; NPRP 5-298-3-086; ERC-2012-StG-310325; R24 OD011883; U41 HG002273; U41 HG007822; 1355632; NNF14CC0001","Journal ID: ISSN 1548-7091; PII: BFnmeth3830","10.1038/nmeth.3830","","2024-11-25T05:00:00Z","1624013","https://www.osti.gov/biblio/1624013","https://www.osti.gov/servlets/purl/1624013","Nature Methods","5","13"
"E. Coli and Small Genomes -- Program and Abstracts","","59 BASIC BIOLOGICAL SCIENCES; ESCHERICHIA COLI; GENETICS; GENOTYPE","No abstract prepared.","","OSTI as DE00769182","American Society for Microbiology, Washington, DC (US)","US Department of Energy (US)","","United States","1997-10-12T04:00:00Z","English","Conference","","Conference: Fifth E. Coli and Small Genomes Conference, Snowbird, UT (US), 10/12/1997--10/15/1997; Other Information: PBD: 12 Oct 1997","","Medium: P; Size: 22 pages","","DOE/ER/62502","FG02-97ER62502","TRN: AH200108%%107","","","2018-01-26T05:00:00Z","769182","https://www.osti.gov/biblio/769182","https://www.osti.gov/servlets/purl/769182","","",""
"The properties and applications of nanodiamonds","Mochalin, Vadym N.; Shenderova, Olga; Ho, Dean; Gogotsi, Yury","catalysis (heterogeneous), solar (fuels), energy storage (including batteries and capacitors), hydrogen and fuel cells, electrodes - solar, mechanical behavior, charge transport, materials and chemistry by design, synthesis (novel materials)","","Nature Publishing Group","","Energy Frontier Research Centers (EFRC) (United States). Fluid Interface Reactions, Structures and Transport Center (FIRST)","USDOE Office of Science (SC), Basic Energy Sciences (BES)","","United States","2011-12-18T05:00:00Z","English","Journal Article","","Journal Name: Nature Nanotechnology; Journal Volume: 7; Journal Issue: 1; Related Information: FIRST partners with Oak Ridge National Laboratory (lead); Argonne National Laboratory; Drexel University; Georgia State University; Northwestern University; Pennsylvania State University; Suffolk University; Vanderbilt University; University of Virginia","","Medium: X; Size: p. 11-23","","","ERKCC61","Journal ID: ISSN 1748-3387","10.1038/NNANO.2011.209","","2018-01-25T05:00:00Z","1386590","https://www.osti.gov/biblio/1386590","","Nature Nanotechnology","1","7"
"Comparing sequences without using alignments: application to HIV/SIV subtyping","Didier, Gilles; Debomy, Laurent; Pupin, Maude; Zhang, Ming; Grossmann, Alexander; Devauchelle, Claudine; Laprevotte, Ivan","59 BASIC BIOLOGICAL SCIENCES; 97 MATHEMATICS AND COMPUTING; Biochemistry & Molecular Biology; Biotechnology & Applied Microbiology; Mathematical & Computational Biology","Background: In general, the construction of trees is based on sequence alignments. This procedure, however, leads to loss of informationwhen parts of sequence alignments (for instance ambiguous regions) are deleted before tree building. To overcome this difficulty, one of us previously introduced a new and rapid algorithm that calculates dissimilarity matrices between sequences without preliminary alignment. Results: In this paper, HIV (Human Immunodeficiency Virus) and SIV (Simian Immunodeficiency Virus) sequence data are used to evaluate this method. The program produces tree topologies that are identical to those obtained by a combination of standard methods detailed in the HIV Sequence Compendium. Manual alignment editing is not necessary at any stage. Furthermore, only one userspecified parameter is needed for constructing trees. Conclusion: The extensive tests on HIV/SIV subtyping showed that the virus classifications produced by our method are in good agreement with our best taxonomic knowledge, even in noncoding LTR (Long Terminal Repeat) regions that are not tractable by regular alignment methods due to frequent duplications/insertions/deletions. Our method, however, is not limited to the HIV/ SIV subtyping. It provides an alternative tree construction without a time-consuming aligning procedure.","BioMed Central","","Los Alamos National Laboratory (LANL), Los Alamos, NM (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division","","United States","2007-01-02T05:00:00Z","English","Journal Article","","Journal Name: BMC Bioinformatics; Journal Volume: 8; Journal Issue: 1","","Medium: ED; Size: Article No. 1","","","AC52-06NA25396","Journal ID: ISSN 1471-2105; PII: 1471-2105-8-1","10.1186/1471-2105-8-1","","2024-11-25T05:00:00Z","1626333","https://www.osti.gov/biblio/1626333","https://www.osti.gov/servlets/purl/1626333","BMC Bioinformatics","1","8"
"On the functions of the h subunit of eukaryotic initiation factor 3 in late stages of translation initiation","Kim, Byung-Hoon; Cai, Xue; Vaughn, Justin N.; von Arnim, Albrecht G.","59 BASIC BIOLOGICAL SCIENCES; Biotechnology & applied microbiology; genetics & heredity; translation initiation; additional data file; leader sequence; translation state; upstream open reading frame","Background: The eukaryotic translation initiation factor 3 (eIF3) has multiple roles during the initiation of translation of cytoplasmic mRNAs. How individual subunits of eIF3 contribute to the translation of specific mRNAs remains poorly understood, however. This is true in particular for those subunits that are not conserved in budding yeast, such as eIF3h. Results: Working with stable reporter transgenes in Arabidopsis thaliana mutants, it was demonstrated that the h subunit of eIF3 contributes to the efficient translation initiation of mRNAs harboring upstream open reading frames (uORFs) in their 5' leader sequence. uORFs, which can function as devices for translational regulation, are present in over 30% of Arabidopsis mRNAs, and are enriched among mRNAs for transcriptional regulators and protein modifying enzymes. Microarray comparisons of polysome loading in wild-type and eif3h mutant seedlings revealed that eIF3h generally helps to maintain efficient polysome loading of mRNAs harboring multiple uORFs. In addition, however, eIF3h also boosted the polysome loading of mRNAs with long leaders or coding sequences. Moreover, the relative polysome loading of certain functional groups of mRNAs, including ribosomal proteins, was actually increased in the eif3h mutant, suggesting that regulons of translational control can be revealed by mutations in generic translation initiation factors. Conclusion: The intact eIF3h protein contributes to efficient translation initiation on 5' leader sequences harboring multiple uORFs, although mRNA features independent of uORFs are also implicated.","BioMed Central","","Univ. of Tennessee, Knoxville, TN (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division","","United States","2007-04-17T04:00:00Z","English","Journal Article","","Journal Name: GenomeBiology.com; Journal Volume: 8; Journal Issue: 4","","Medium: ED; Size: Article No. R60","","","FG02-96ER20223","Journal ID: ISSN 1465-6906; PII: gb-2007-8-4-r60","10.1186/gb-2007-8-4-r60","","2023-07-03T04:00:00Z","1626719","https://www.osti.gov/biblio/1626719","https://www.osti.gov/servlets/purl/1626719","GenomeBiology.com","4","8"
"Review of methods to probe single cell metabolism and bioenergetics","Vasdekis, Andreas E.; Stephanopoulos, Gregory","60 APPLIED LIFE SCIENCES; 59 BASIC BIOLOGICAL SCIENCES; Single cell analysis; Metabolism; Bioenergetics; Microfluidics; Microscopy","The sampling and manipulation of cells down to the individual has been of substantial interest since the very beginning of Life Sciences. Herein, our objective is to highlight the most recent developments in single cell manipulation, as well as pioneering ones. First, flow-through methods will be discussed, namely methods in which the single cells flow continuously in an ordered manner during their analysis. This section will be followed by confinement techniques that enable cell isolation and confinement in one, two- or three-dimensions. Flow cytometry and droplet microfluidics are the two most common methods of flow-through analysis. While both are high-throughput techniques, their difference lays in the fact that the droplet encapsulated cells experience a restricted and personal microenvironment, while in flow cytometry cells experience similar nutrient and stimuli initial concentrations. These methods are rather well established; however, they recently enabled immense strides in single cell phenotypic analysis, namely the identification and analysis of metabolically distinct individuals from an isogenic population using both droplet microfluidics and flow cytometry.","Elsevier","","Pacific Northwest National Laboratory (PNNL), Richland, WA (United States)","USDOE","","United States","2014-10-31T04:00:00Z","English","Journal Article","","Journal Name: Metabolic Engineering; Journal Volume: 27; Journal Issue: C","","Medium: ED; Size: p. 115-135","","PNNL-SA-104442","AC05-76RL01830; SC0008744; PN12005/2406","Journal ID: ISSN 1096-7176","10.1016/j.ymben.2014.09.007","","2023-06-26T04:00:00Z","1184963","https://www.osti.gov/biblio/1184963","https://www.osti.gov/servlets/purl/1184963","Metabolic Engineering","C","27"
"A subset of the diverse COG0523 family of putative metal chaperones is linked to zinc homeostasis in all kingdoms of life","Haas, Crysten E.; Rodionov, Dmitry A.; Kropat, Janette; Malasarn, Davin; Merchant, Sabeeha S.; de Crécy-Lagard, Valérie","59 BASIC BIOLOGICAL SCIENCES; Biotechnology & Applied Microbiology; Genetics & Heredity","Background: COG0523 proteins are, like the nickel chaperones of the UreG family, part of the G3E family of GTPases linking them to metallocenter biosynthesis. Even though the first COG0523- encoding gene, cobW, was identified almost 20 years ago, little is known concerning the function of other members belonging to this ubiquitous family. Results: Based on a combination of comparative genomics, literature and phylogenetic analyses and experimental validations, the COG0523 family can be separated into at least fifteen subgroups. The CobW subgroup involved in cobalamin synthesis represents only one small sub-fraction of the family. Another, larger subgroup, is suggested to play a predominant role in the response to zinc limitation based on the presence of the corresponding COG0523-encoding genes downstream from putative Zur binding sites in many bacterial genomes. Zur binding sites in these genomes are also associated with candidate zinc-independent paralogs of zinc-dependent enzymes. Finally, the potential role of COG0523 in zinc homeostasis is not limited to Bacteria. We have predicted a link between COG0523 and regulation by zinc in Archaea and show that two COG0523 genes are induced upon zinc depletion in a eukaryotic reference organism, Chlamydomonas reinhardtii. Conclusion: This work lays the foundation for the pursuit by experimental methods of the specific role of COG0523 members in metal trafficking. Based on phylogeny and comparative genomics, both the metal specificity and the protein target(s) might vary from one COG0523 subgroup to another. Additionally, Zur-dependent expression of COG0523 and putative paralogs of zinc-dependent proteins may represent a mechanism for hierarchal zinc distribution and zinc sparing in the face of inadequate zinc nutrition","Springer","","Univ. of Florida, Gainesville, FL (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division","","United States","2009-01-01T05:00:00Z","English","Journal Article","","Journal Name: BMC Genomics; Journal Volume: 10; Journal Issue: 1","","Medium: ED; Size: Article No. 470","","","FG02-07ER64498","Journal ID: ISSN 1471-2164; PII: 1471-2164-10-470","10.1186/1471-2164-10-470","","2023-07-03T04:00:00Z","1626403","https://www.osti.gov/biblio/1626403","https://www.osti.gov/servlets/purl/1626403","BMC Genomics","1","10"
"Archaeal Genome Guardians Give Insights into Eukaryotic DNA Replication and Damage Response Proteins","Shin, David S.; Pratt, Ashley J.; Tainer, John A.","59 BASIC BIOLOGICAL SCIENCES; Microbiology","As the third domain of life, archaea, like the eukarya and bacteria, must have robust DNA replication and repair complexes to ensure genome fidelity. Archaea moreover display a breadth of unique habitats and characteristics, and structural biologists increasingly appreciate these features. As archaea include extremophiles that can withstand diverse environmental stresses, they provide fundamental systems for understanding enzymes and pathways critical to genome integrity and stress responses. Such archaeal extremophiles provide critical data on the periodic table for life as well as on the biochemical, geochemical, and physical limitations to adaptive strategies allowing organisms to thrive under environmental stress relevant to determining the boundaries for life as we know it. Specifically, archaeal enzyme structures have informed the architecture and mechanisms of key DNA repair proteins and complexes. With added abilities to temperature-trap flexible complexes and reveal core domains of transient and dynamic complexes, these structures provide insights into mechanisms of maintaining genome integrity despite extreme environmental stress. The DNA damage response protein structures noted in this review therefore inform the basis for genome integrity in the face of environmental stress, with implications for all domains of life as well as for biomanufacturing, astrobiology, and medicine.","Hindawi","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States). National Energy Research Scientific Computing Center (NERSC)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science Division; National Institutes of Health (NIH)","","United States","2014-02-20T05:00:00Z","English","Journal Article","","Journal Name: Archaea; Journal Volume: 2014","","Medium: ED; Size: Article No. 206735","","","AC02-05CH11231; CA081967; AI22160; GM046312; CA112093; CA117638; GM105404; T32AG000266","Journal ID: ISSN 1472-3646; PII: 206735; 206735","10.1155/2014/206735","","2023-07-03T04:00:00Z","1626219","https://www.osti.gov/biblio/1626219","https://www.osti.gov/servlets/purl/1626219","Archaea","","2014"
"Laboratory Directed Research and Development Program FY 2007 Annual Report","Sjoreen, Terrence P","72 PHYSICS OF ELEMENTARY PARTICLES AND FIELDS; EVALUATION; EXPLORATION; FINANCIAL DATA; FLEXIBILITY; IMPLEMENTATION; INTERNET; MANAGEMENT; NEUTRONS; ORNL; PRODUCTION; SECURITY; SEEDS","The Oak Ridge National Laboratory (ORNL) Laboratory Directed Research and Development (LDRD) program reports its status to the U.S. Department of Energy (DOE) in March of each year. The program operates under the authority of DOE Order 413.2B, 'Laboratory Directed Research and Development' (April 19, 2006), which establishes DOE's requirements for the program while providing the Laboratory Director broad flexibility for program implementation. LDRD funds are obtained through a charge to all Laboratory programs. This report includes summaries for all ORNL LDRD research activities supported during FY 2007. The associated FY 2007 ORNL LDRD Self-Assessment (ORNL/PPA-2008/2) provides financial data and an internal evaluation of the program's management process. ORNL is a DOE multiprogram science, technology, and energy laboratory with distinctive capabilities in materials science and engineering, neutron science and technology, energy production and end-use technologies, biological and environmental science, and scientific computing. With these capabilities ORNL conducts basic and applied research and development (R&amp;D) to support DOE's overarching mission to advance the national, economic, and energy security of the United States and promote scientific and technological innovation in support of that mission. As a national resource, the Laboratory also applies its capabilities and skills to specific needs of other federal agencies and customers through the DOE Work for Others (WFO) program. Information about the Laboratory and its programs is available on the Internet at http://www.ornl.gov/. LDRD is a relatively small but vital DOE program that allows ORNL, as well as other DOE laboratories, to select a limited number of R&amp;D projects for the purpose of: (1) maintaining the scientific and technical vitality of the Laboratory; (2) enhancing the Laboratory's ability to address future DOE missions; (3) fostering creativity and stimulating exploration of forefront science and technology; (4) serving as a proving ground for new research; and (5) supporting high-risk, potentially high-value R&amp;D. Through LDRD the Laboratory is able to improve its distinctive capabilities and enhance its ability to conduct cutting-edge R&amp;D for its DOE and WFO sponsors. To meet the LDRD objectives and fulfill the particular needs of the Laboratory, ORNL has established a program with two components: the Director's R&amp;D Fund and the Seed Money Fund. As outlined in Table 1, these two funds are complementary. The Director's R&amp;D Fund develops new capabilities in support of the Laboratory initiatives, while the Seed Money Fund is open to all innovative ideas that have the potential for enhancing the Laboratory's core scientific and technical competencies. Provision for multiple routes of access to ORNL LDRD funds maximizes the likelihood that novel ideas with scientific and technological merit will be recognized and supported.","","","Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)","USDOE Laboratory Directed Research and Development (LDRD) Program; ORNL other overhead","","United States","2008-04-01T04:00:00Z","English","Technical Report","","","","Medium: ED","","ORNL/TM-2008/065","DE-AC05-00OR22725","TRN: US0803628","10.2172/931227","","2015-01-19T05:00:00Z","931227","https://www.osti.gov/biblio/931227","https://www.osti.gov/servlets/purl/931227","","",""
