Gene	Synonyms
FBgn0032554	CG15278
FBgn0266065	CR44818
FBgn0051800	CG31800
FBgn0265785	CG44574
FBgn0267011	CR45455
FBti0019250	copia
FBgn0259714	DIP-epsilon
FBgn0086451	l(2)k09022
FBgn0264815	Pde1c
FBgn0031607	Secp43
FBgn0262275	mir-2280
FBti0060195	INE-1
FBgn0031535	CG12795
FBgn0032016	Mettl14
FBgn0032144	CG17633
FBgn0004394	pdm2
FBgn0032883	Rhau
FBti0060391	HMS-Beagle
FBti0064263	INE-1
FBti0063628	INE-1
FBgn0265257	CG44271
FBgn0086265	psd
FBgn0051690	Tmtc1
FBti0019755	G4
FBgn0021800	Reph
FBgn0264943	CR44112
FBgn0053179	beat-IIIb
FBgn0031442	Prosbeta4R1
FBgn0024947	NTPase
FBgn0032821	CdGAPr
FBgn0265578	CG44405
FBgn0032123	Oatp30B
FBgn0028888	CG4168
FBgn0014019	Rh5
FBti0062114	jockey
FBgn0262375	mir-1005
FBgn0032699	CG10383
FBgn0264436	CR43854
FBgn0032291	CG17118
FBti0063798	INE-1
FBti0019181	H
FBgn0053673	CG33673
FBgn0032614	CG13284
FBgn0001961	Arpc1
FBgn0266310	CR44975
FBgn0085196	CG34167
FBgn0015553	tos
FBgn0032286	CG7300
FBti0019844	HB
FBgn0032399	CG6785
FBgn0262386	mir-306
FBgn0025700	CG5885
FBgn0261881	Ankrd49
FBgn0031792	CG13983
FBgn0263468	SC35-a
FBgn0028518	CG18480
FBgn0031778	CR9162
FBgn0032381	Mal-B1
FBti0063480	INE-1
FBgn0261707	CR42743
FBti0063390	INE-1
FBti0064076	INE-1
FBgn0015834	eIF3i
FBgn0031619	CG3355
FBgn0032260	CG13144
FBgn0031763	CG13996
FBti0063391	INE-1
FBgn0032640	Sgt
FBgn0264868	CR44059
FBti0019134	pogo
FBgn0051687	CG31687
FBgn0053871	CG33871
FBgn0053127	CG33127
FBgn0005590	scw
FBti0063585	INE-1
FBgn0032812	Hakai
FBgn0264895	RapGAP1
FBgn0260817	gkt
FBgn0032136	Apoltp
FBgn0265152	CR44221
FBti0060334	INE-1
FBgn0051928	CG31928
FBti0019191	F
FBgn0028530	mTTF
FBti0063455	INE-1
FBgn0267292	CR45728
FBgn0032139	CG13116
FBgn0031485	CG9643
FBgn0031266	Sf3b1
FBgn0267326	Ntl
FBgn0031418	CG3609
FBti0063561	gypsy12
FBgn0023407	B4
FBgn0026778	Rad1
FBgn0024191	sip1
FBgn0010607	l(2)05714
FBgn0266043	CR44808
FBgn0051703	tplus3b
FBgn0031526	CG8838
FBgn0259712	CG42366
FBgn0266205	CR44900
FBgn0051803	Rsph9
FBgn0032789	CG13083
FBgn0032988	Tif-IA
FBgn0032116	Mco1
FBti0064281	INE-1
FBgn0263658	CR43649
FBgn0001978	stc
FBgn0032530	CG9263
FBgn0264373	CR43825
FBgn0262293	mir-2490
FBgn0031784	CG9222
FBgn0031306	CG4577
FBgn0264952	CR44121
FBgn0265948	CR44735
FBgn0054049	CG34049
FBgn0265677	CR44484
FBgn0067779	dbr
FBgn0032150	CG13123
FBgn0024734	PRL-1
FBgn0032660	elfless
RR44129_transposable_element	F; RR44129
FBgn0040949	CG13998
FBgn0032365	CG14929
FBgn0028479	Mtpalpha
FBgn0266356	CR45004
FBgn0262148	CR42874
FBgn0264346	CR43802
FBgn0266139	CR44845
FBgn0031413	CG9967
FBgn0031580	CG15423
FBgn0031392	AIF
FBgn0250835	CG15394
FBti0019848	HB
FBgn0031802	ppk7
FBgn0264085	CR43754
FBgn0266223	CR44918
FBti0063461	INE-1
FBti0060335	INE-1
FBti0060273	INE-1
FBgn0083970	CG34134
FBgn0086447	Polr1D
FBgn0024320	Npc1a
FBgn0032160	CG4598
FBti0064262	INE-1
FBti0062257	INE-1
FBgn0026396	Or22c
FBgn0032409	Ced-12
FBti0060658	baggins
FBti0060316	INE-1
FBgn0086681	Mst36Fa
FBgn0250907	Cht10
FBgn0032169	CG4709
FBgn0002543	robo2
FBgn0051832	CG31832
FBgn0261709	CR42746
FBgn0028986	Spn38F
FBgn0263489	CR43604
FBti0062872	Cr1a
FBgn0264549	CR43928
FBti0019853	FB
FBgn0265786	CR44575
FBti0061563	INE-1
FBgn0032490	CG16813
FBgn0266311	CR44976
FBgn0028848	Gpo3
FBgn0063392	30Ea
FBgn0085203	CG34174
FBgn0032086	CG17906
FBgn0042186	CG17239
FBgn0266913	CR45373
FBgn0263026	CG43321
FBgn0031240	CG3345
FBgn0031627	fipi
FBgn0266152	CR44858
FBti0059712	mariner2
FBti0215351	Rt1b
FBgn0032354	Boh2
FBgn0065104	158
FBgn0031850	Tsp
FBgn0259482	Mob3
FBgn0266218	CR44913
FBgn0031675	CG9121
FBti0064146	INE-1
FBgn0032077	CG9515
FBti0059819	INE-1
FBgn0051933	CG31933
FBti0060287	INE-1
FBgn0045498	Gr22d
FBti0060917	INE-1
FBgn0085380	dcma
FBgn0053885	CG33885
FBgn0051909	CG31909
FBgn0019809	gcm2
FBgn0266875	CR45336
FBgn0263278	Fic
FBgn0045485	Gr36c
FBgn0013746	alien
FBgn0263872	CR43719
FBgn0028507	CG3793
FBgn0051674	CG31674
FBgn0266914	CR45374
FBti0059735	Doc
FBti0060559	INE-1
FBgn0051876	Cpr30F
FBti0061176	gypsy3
FBgn0016122	Acer
FBgn0053532	lectin-37Da
FBgn0053855	CG33855
FBgn0032020	strat
FBgn0262333	mir-963
FBti0060617	Cr1a
FBgn0031906	CG5160
FBgn0032634	Polr2J
FBgn0053310	CG33310
FBgn0032869	CG17470
FBgn0031769	CG9135
FBti0063172	INE-1
FBgn0032205	CG4957
FBgn0265826	CR44615
FBgn0031456	Tnpo-SR
FBgn0265078	CR44189
FBgn0025681	CG3558
FBgn0032924	Nbr
FBgn0083961	CG34125
FBti0062950	gypsy3
FBgn0031951	r2d2
FBgn0266880	CR45341
FBgn0262688	CR43158
FBgn0032229	ClpP
FBti0059810	INE-1
FBgn0053735	430i
FBgn0031640	Mon1
FBgn0004872	piwi
FBgn0063368	Gpb5
FBgn0031818	CG9536
FBgn0032428	Fam92
FBgn0264864	CR44055
FBgn0031501	CG17261
FBgn0032961	CG1416
FBgn0265904	CR44693
FBgn0264695	Mhc
FBgn0266872	CR45333
FBgn0265582	CR44409
FBgn0266896	CR45356
FBgn0031976	CG7367
FBgn0032724	CG10428
FBgn0032002	CG8353
FBgn0040079	pkaap
FBti0064163	INE-1
FBgn0032447	PICK1
FBgn0032166	CG4619
FBgn0032938	CG8671
FBgn0031981	Megf8
FBgn0265992	CR44767
FBti0064165	INE-1
FBgn0032910	CG9265
FBgn0266004	CR44778
FBgn0032213	CG5390
FBgn0014179	gcm
FBgn0053869	CG33869
FBgn0031478	CG8814
FBgn0031950	Herp
FBgn0261871	dpr2
FBgn0031968	CG7231
FBgn0011305	Rsf1
FBgn0032162	CG4592
FBgn0286733	Me28S-C2789
FBgn0286882	CR46404
FBti0062247	hopper2
FBti0059654	baggins
FBgn0000120	Arr1
FBgn0032161	CG4594
FBgn0045842	yuri
FBgn0286781	cass
FBgn0046888	Grl36a
FBti0063663	INE-1
FBti0019127	S
FBti0062984	INE-1
FBgn0265671	CR44478
FBti0019219	X
FBgn0032819	Dus3
FBgn0266884	CR45345
FBgn0053125	CG33125
FBgn0286732	Or-CD14
FBgn0032814	CG10366
FBgn0262598	mtsh
FBgn0264263	CR43763
FBgn0032914	CG14397
FBgn0032670	CG5783
FBgn0000308	chic
FBgn0032966	CG1421
FBgn0031668	CG31917
FBgn0032974	CG3651
FBgn0261058	Sfp38D
FBgn0032691	Atac2
FBgn0266030	CR44795
FBti0060302	invader4
FBgn0266315	CR44980
FBgn0267255	CG45691
FBgn0032124	CG17855
FBgn0031412	CG16995
FBgn0032305	CG6700
FBgn0051913	CG31913
FBgn0053906	CG33906
FBgn0016076	vri
FBgn0053842	CG33842
FBgn0263933	ebi
FBgn0041150	hoe1
FBgn0051974	CG31974
FBgn0028526	CG15293
FBgn0266329	CR44994
FBgn0085476	CG34447
FBti0062796	INE-1
FBgn0031740	CG7239
FBgn0028645	beat-Ib
FBgn0031913	CG5958
FBgn0032884	Pomp
FBgn0266877	CR45338
FBgn0032003	CG8349
FBgn0031484	CG3165
FBgn0083972	CG34136
FBgn0266835	CR45297
FBgn0250903	lmgA
FBgn0259961	CG42471
FBgn0028482	bdl
FBgn0265583	CR44410
FBgn0004914	Hnf4
FBti0064231	BS
FBgn0028867	CR15280
FBti0064166	INE-1
FBti0019791	pogo
FBgn0058005	CR40005
FBti0062043	BS
FBgn0028370	kek3
FBti0063078	INE-1
FBgn0264743	CG44001
FBgn0260719	CR42546
FBti0063583	jockey
FBgn0267327	Acp33A
FBgn0032230	lft
FBgn0051908	CG31908
FBgn0053128	CG33128
FBgn0032042	CG13398
FBgn0263649	CR43640
FBgn0024846	p38b
FBgn0053890	CG33890
FBgn0265689	CR44496
FBgn0011861	Gly-GCC-1-3
FBgn0041713	yellow-c
FBgn0263442	CR43465
FBti0060356	diver2
FBgn0031285	CG3662
FBgn0023091	dimm
FBti0060192	INE-1
FBgn0031248	CG11912
FBgn0086779	step
FBgn0286734	Me18S-G1506
FBgn0031324	CG14342
FBgn0266212	CR44907
FBgn0031856	CG11322
FBgn0086033	Me28S-A2486
FBgn0010323	Gsc
FBgn0267009	CR45453
FBgn0032280	CG17105
FBgn0051882	CG31882
FBgn0265999	CR44773
FBti0062117	INE-1
FBgn0032372	CG4988
FBgn0020429	GluRIIB
FBti0019787	G5
FBti0015567	Tirant
FBgn0263744	CR43669
FBti0019773	blood
FBgn0031649	hoe2
FBgn0266167	CR44873
FBti0063010	INE-1
FBti0060288	INE-1
FBgn0032078	C1GalTA
FBgn0011818	oaf
FBgn0031286	CG3862
FBgn0266024	CR44789
FBgn0041184	Socs36E
FBti0060315	Ivk
FBgn0259996	CR40341
FBgn0283427	FASN1
FBgn0262875	CG43230
FBgn0283467	PolD3
FBgn0032804	CG13081
FBgn0032402	PLCXD
FBgn0032602	ppk17
FBgn0051673	CG31673
FBti0063643	INE-1
FBti0061380	INE-1
FBgn0263082	CG43350
FBgn0032715	CG17597
FBgn0002989	okr
FBgn0263198	Acn
FBti0062987	INE-1
FBti0064048	INE-1
FBgn0032836	CG10680
FBgn0266895	CR45355
FBti0062991	INE-1
FBgn0032175	CG13131
FBgn0261055	Sfp26Ad
FBgn0265778	PDZ-GEF
FBgn0265585	CR44412
FBgn0053124	CG33124
FBgn0264435	CR43853
FBgn0032331	CG14913
FBgn0032394	Hacd1
FBgn0031693	Cyp4ac1
FBgn0264253	Send2
FBgn0051698	CG31698
FBgn0032879	CarT
FBgn0032057	CG9287
FBti0059670	G2
FBgn0011638	La
FBgn0053872	CG33872
FBgn0032385	CG16964
FBgn0021761	Nup154
FBgn0264543	CG43922
FBgn0020880	CG7179
FBgn0262856	CG43220
FBgn0028694	Rpn11
FBti0019101	roo
FBgn0083030	Psi18S-525i
FBti0059820	transib2
FBgn0031897	CG13784
FBgn0031659	CG14043
FBti0019164	X
FBgn0053831	CG33831
FBgn0032076	Argl
FBgn0022213	Cse1
FBti0064150	INE-1
FBti0061539	INE-1
FBgn0025697	santa-maria
FBgn0023090	dtr
FBgn0266207	CR44902
FBgn0000287	salr
FBgn0031694	Cyp4ac2
FBgn0020416	Idgf1
FBgn0265607	beat-IIIa
FBgn0032210	CYLD
FBti0060271	INE-1
FBgn0032258	Cog4
FBgn0261999	Ca-Ma2d
FBgn0003444	smo
FBti0062851	INE-1
FBgn0266874	CR45335
FBti0019208	G2
FBti0063360	INE-1
FBti0060639	invader4
FBti0062645	Ivk
FBgn0032656	CG5674
FBgn0020618	Rack1
FBgn0265829	CR44618
FBgn0051617	CG31617
FBti0063559	gypsy12
FBti0019239	mariner2
FBgn0264953	Piezo
FBgn0027592	MED15
FBgn0284084	wg
FBgn0028919	CG16865
FBti0062911	GATE
FBgn0031374	Wdr62
FBgn0266492	SclB
FBgn0265445	CR44345
FBgn0031689	Cyp28d1
FBgn0287611	CR46480
FBgn0031250	Ent1
FBti0062178	INE-1
FBti0062649	G6
FBgn0283728	CG31600
FBgn0053840	CG33840
FBgn0031440	CG15395
FBgn0263842	CG43703
FBgn0284224	CG46308
FBgn0015905	ast
FBgn0264546	CG43925
FBgn0264978	Slh
FBgn0040992	CG10570
FBti0064197	INE-1
FBgn0266038	CR44803
FBgn0031208	CR11023
FBti0062087	INE-1
FBti0062647	Dm88
FBti0019256	invader2
FBgn0051741	CG31741
FBgn0032479	CG16974
FBti0062821	springer
FBgn0040705	ND-B8
FBti0062267	INE-1
FBgn0032593	Trpgamma
FBgn0040106	lectin-21Cb
FBti0063645	INE-1
FBgn0053727	430a
FBgn0262413	mir-9b
FBti0060686	invader1
FBti0063587	INE-1
FBti0060551	HMS-Beagle
FBgn0267925	CR46206
FBgn0259963	Sfp33A2
FBgn0263582	CR43607
FBgn0263868	CR43715
FBgn0041719	25F
FBgn0032421	crok
FBti0061509	INE-1
FBgn0031791	AANATL2
FBgn0032252	loh
FBgn0031653	Jon25Biii
FBgn0051943	Gln-CTG-2-2
FBgn0028946	Or35a
FBgn0031948	CG7149
FBgn0032196	CG5708
FBgn0086657	IKKepsilon
FBgn0002044	swm
FBti0019264	Rt1b
FBgn0085205	CG34176
FBgn0267993	CR46260
FBgn0031946	CG7164
FBgn0032010	CG8086
FBti0062175	INE-1
FBti0060722	gypsy4
FBti0060194	INE-1
FBgn0031244	CG11601
FBti0060191	INE-1
FBgn0003983	Vm34Ca
FBti0019140	roo
FBgn0032848	nesd
FBgn0263583	CR43608
FBgn0032138	CG4364
FBgn0032720	mRpL13
FBgn0265812	CR44601
FBgn0032415	rho-6
FBgn0264950	CR44119
FBgn0264869	CR44060
FBti0064199	INE-1
FBgn0266829	CR45291
FBgn0085374	CG34345
FBgn0283678	Osi21
FBti0064242	INE-1
FBti0019148	roo
FBti0060353	INE-1
FBgn0051895	Phe-GAA-1-3
FBgn0022893	Df31
FBgn0086758	chinmo
FBgn0287617	CR46486
FBgn0032600	BuGZ
FBgn0031947	Brd7-9
FBgn0032014	CG7840
FBgn0032437	CR17024
FBgn0265587	CR44414
FBgn0262943	CR43262
FBgn0031630	CG15629
FBgn0085470	lmgB
FBgn0267928	CR46209
FBti0059821	INE-1
FBti0060866	G5A
FBgn0032538	Vajk2
FBgn0032925	Noc2
FBgn0286892	CR46411
FBgn0032462	CG16800
FBti0060131	diver2
FBgn0051643	CG31643
FBgn0260955	CG42587
FBgn0011603	ine
FBgn0261529	ms(2)34Fe
FBgn0010453	Wnt4
FBti0061508	INE-1
FBgn0032284	CG7294
FBgn0265946	CR44733
FBti0060587	G2
FBgn0085423	GramD1B
FBgn0053825	CG33825
FBti0019189	H
FBgn0031359	Rim2
FBgn0266907	CR45367
FBgn0264891	CR44082
FBgn0031384	CG4238
FBgn0266142	CR44848
FBgn0031973	Spn28Dc
FBgn0261683	B9d2
FBgn0053801	CG33801
FBti0062154	INE-1
FBgn0001114	Glt
FBgn0032337	AstCC
FBti0064201	INE-1
FBgn0266309	CR44974
FBgn0053543	CG33543
FBgn0264296	CG43774
FBgn0031219	CG13694
FBgn0065107	128
FBgn0032721	CG10602
FBgn0004407	PolG2
FBgn0043362	bchs
FBgn0265446	CR44346
FBgn0032730	CG10431
FBgn0031534	Snx1
FBgn0263088	CR43356
FBgn0032834	CG13965
FBti0060242	INE-1
FBgn0261358	CG42635
FBgn0263085	CR43353
FBgn0275432	CR46264
FBgn0266156	CR44862
FBgn0265581	CR44408
FBgn0032706	Irk3
FBgn0032249	TBC1D16
FBgn0032520	CG10859
FBgn0000318	cl
FBgn0003930	39B
FBgn0032088	CG13102
FBti0063349	Rt1c
FBgn0262374	mir-2b-1
FBgn0031700	CG14022
FBgn0260648	Rrp40
FBgn0264951	CR44120
FBgn0031752	CG9044
FBgn0259749	mmy
FBgn0040233	cana
FBgn0031660	mRpL28
FBgn0262213	mir-2495
FBgn0003922	38ABa
FBgn0032815	CG10462
FBgn0263528	mir-4970
FBgn0263469	SC35-b
FBgn0266029	CR44794
FBti0059656	Fw2
FBgn0266216	CR44911
FBgn0250906	Pgk
FBgn0031536	Cog3
FBgn0031500	CG17221
FBgn0032271	CG7329
FBti0062993	INE-1
FBgn0266796	CR45258
FBgn0051960	CG31960
FBti0060317	INE-1
FBgn0265683	CR44490
FBgn0267989	CR46256
FBti0019234	invader4
FBgn0032801	CG10165
FBgn0032515	loqs
FBgn0053889	CG33889
FBgn0265077	CR44188
FBgn0002525	Lam
FBgn0026397	Or22b
FBti0063415	INE-1
FBgn0266069	CR44822
FBgn0003963	ush
FBti0019800	hopper2
FBgn0264855	AP-2alpha
FBgn0083034	Psi18S-525e
FBgn0267281	CR45717
FBti0060340	Tc3
FBgn0264556	Gr39a
FBgn0031391	CG11723
FBgn0031451	CG9961
FBgn0031859	CG17377
FBgn0032744	Ttc19
FBti0019792	copia
FBgn0031273	CG2839
FBgn0031446	Trf5
FBgn0000061	al
FBgn0263847	LU
FBgn0032219	CG4995
FBgn0032793	Ctu2
FBgn0031228	ND-15
FBgn0031853	TTLL3B
FBgn0032377	CG14937
FBgn0031335	CG5565
FBgn0051812	Tsen2
FBgn0032080	CG9525
FBgn0266169	CR44875
FBgn0002121	l(2)gl
FBgn0031608	CG15435
FBgn0261531	CG42659
FBgn0020258	ppk
FBgn0032209	Hand
FBgn0083037	Psi18S-525b
FBgn0014189	Hel25E
FBgn0000529	bsh
FBgn0026379	Pten
FBgn0031444	Trf4
FBgn0263874	CR43721
FBgn0040725	CG13946
FBgn0262406	mir-let7
FBti0060173	I
FBgn0032368	spag4
FBgn0267293	CR45729
FBgn0028543	NimB2
FBgn0045500	Gr22b
FBgn0031632	CG15628
FBti0019807	S2
FBgn0032693	Cyp310a1
FBti0062841	INE-1
FBgn0085422	CG34393
FBgn0031518	CG3277
FBgn0005616	msl-2
FBgn0031562	CG3604
FBgn0040510	ACXA
FBgn0031533	CG2772
FBgn0015756	RpL9
FBgn0261983	l(2)gd1
FBgn0032491	CG16815
FBgn0003430	slp1
FBgn0031682	CG5828
FBgn0032256	RluA-2
FBgn0000056	Adhr
FBgn0040985	osi
FBgn0263206	CG43376
FBgn0031256	shv
FBgn0031645	CG3036
FBti0060243	INE-1
FBgn0264990	CG44141
FBgn0031910	CG15818
FBgn0032429	CG5446
FBti0060844	INE-1
FBgn0031307	MFS3
FBti0063650	INE-1
FBti0060149	Tc3
FBgn0053830	CG33830
FBgn0266903	CR45363
FBgn0019932	SamDC
FBgn0032065	CG12438
FBgn0266826	CR45288
FBgn0040959	Peritrophin-15a
FBgn0032240	CG17768
FBgn0032929	Mcm10
FBgn0264890	CR44081
FBgn0263467	nop5-x16-a
FBti0019206	pogo
FBgn0024245	dnt
FBti0063417	INE-1
FBgn0265828	CR44617
FBgn0265955	CR44742
FBgn0287596	CG46465
FBgn0031270	CG13689
FBgn0051742	Prosbeta5R2
FBgn0032495	CG16820
FBgn0004867	RpS2
FBgn0053509	CG33509
FBgn0032805	CG10337
FBgn0262160	CG9932
FBgn0053877	CG33877
FBgn0031546	CG8851
FBgn0028544	Vajk3
FBgn0266899	CR45359
FBgn0031711	Elp4
FBgn0053733	430g
FBti0060296	INE-1
FBgn0265820	CR44609
FBgn0031907	CG5171
FBgn0032376	Tsp33B
FBgn0026392	Or33a
FBgn0032690	CG10333
FBgn0263086	CG43354
FBgn0031777	CG9154
FBgn0264441	CR43859
FBgn0263080	CG43348
FBti0060284	INE-1
FBgn0040958	Peritrophin-15b
FBgn0031224	CG11454
FBti0063485	INE-1
FBgn0028410	Pk34A
FBgn0051681	CG31681
FBgn0032104	aust
FBti0019095	I
FBgn0032442	Nepl7
FBgn0288834	RPA2
FBgn0002939	ninaD
FBti0060352	INE-1
FBgn0031751	CG9016
FBgn0265686	CR44493
FBgn0031390	tho2
FBgn0265672	CR44479
FBgn0016920	nompC
FBgn0032858	CG10949
FBgn0020762	Atet
FBgn0031457	Snx21
FBgn0083938	BG642163
FBgn0032703	CG10343
FBti0063536	gtwin
FBgn0265680	CR44487
FBgn0085450	Snoo
FBgn0032125	Cpr30B
FBgn0031435	Elba2
FBgn0005683	pie
FBgn0001128	Gpdh1
FBgn0040260	Ugt37D1
FBgn0015546	spel1
FBgn0284255	Arpc4
FBgn0266221	CR44916
FBgn0031603	CG15432
FBgn0267267	CR45703
FBgn0032493	Mabi
FBgn0032935	Atg18b
FBti0019260	Doc3; Marf1[571]
FBgn0031467	Cpr23B
FBti0019244	Ivk
FBgn0053552	CG33552
FBgn0031816	Rchy1
FBgn0265074	CR44185
FBti0060396	mdg1
FBgn0031673	CG31650
FBgn0052832	CG32832
FBgn0053301	CG33301
FBgn0264267	CR43767
FBgn0032225	Frmd5
FBgn0000640	Fbp2
FBgn0259984	kuz
FBgn0266795	CR45257
FBti0064171	INE-1
FBti0059749	transib2
FBgn0262332	mir-968
FBgn0032111	CG13110
FBgn0028913	CG3473
FBgn0267923	CR46204
FBgn0031971	Sirup
FBgn0001970	Pgant35A
FBgn0031985	mon2
FBgn0051821	CG31821
FBti0019122	jockey
FBti0019862	G6
FBti0060355	INE-1
FBgn0278598	CR46268
FBti0019232	Ivk
FBgn0001202	hook
FBgn0265800	CR44589
FBgn0264350	CR43806
FBgn0267287	CR45723
FBgn0040717	Nplp4
FBgn0041250	Gr21a
FBgn0031458	aph-1
FBgn0261534	l(2)34Fc
FBti0061379	INE-1
FBgn0032449	CG17036
FBti0019207	flea
FBti0019230	Rt1b
FBgn0028406	Drep4
FBgn0032783	CG10237
FBgn0051677	CG31677
FBgn0264087	Slob
FBgn0284256	bsf
FBgn0266821	CR45283
FBgn0051858	t-cup
FBti0060332	INE-1
FBgn0053896	CG33896
FBgn0260446	GABA-B-R1
FBgn0032109	CG17005
FBgn0015621	Clp
FBgn0083962	CG34126
FBgn0014076	Vm32E
FBgn0265668	CG44475
FBgn0031861	CG17375
RR48810_transposable_element	Max; RR48810
FBgn0260861	Trs23
FBgn0032473	kmg
FBti0019868	transib2
FBgn0085395	Shawl
FBgn0027453	Dnz1
FBgn0266886	CR45347
FBgn0085198	CG34169
FBgn0260933	rempA
FBti0019785	G2
FBgn0032068	LManV
FBgn0031710	Vps52
FBgn0053908	CG33908
FBgn0024285	Srp54
FBti0062797	INE-1
FBgn0032901	sky
FBti0062013	INE-1
FBgn0262194	mir-2489
FBgn0032969	CG2528
FBgn0264547	CR43926
FBti0060052	Cr1a
FBgn0262001	CG42819
FBgn0265298	SC35
FBgn0032032	CG17294
FBgn0031575	Cep97
FBgn0051619	nolo
FBgn0053879	CG33879
FBgn0032115	CG4438
FBgn0031323	CG5139
FBgn0086443	AsnRS
FBgn0265588	CR44415
FBgn0020309	crol
FBgn0032713	Ugt36D1
FBgn0266149	CR44855
FBgn0266900	CR45360
FBgn0284415	TS6
FBti0060586	Rt1b
FBgn0032940	Mondo
FBgn0051639	CG31639
FBgn0267921	CR46202
FBgn0031301	CG14339
FBgn0031805	Nepl4
FBti0061543	INE-1
FBgn0020622	Pi3K21B
FBgn0261976	Psf2
FBti0064046	INE-1
FBgn0250834	CG33308
FBgn0051663	CG31663
FBti0060413	invader6
FBgn0031617	CG15635
FBti0019817	mdg3
FBgn0259982	Uxt
FBgn0031651	mRpL24
FBti0060301	INE-1
FBgn0051642	CG31642
FBgn0032475	Sfmbt
FBti0060159	ninja-Dsim-like
FBgn0028425	JhI-21
FBti0019819	hopper2
FBti0062149	INE-1
FBgn0051769	CG31769
FBgn0032135	GlcAT-S
FBgn0026148	CG12253
FBgn0031814	retm
FBgn0032740	CG15172
FBgn0260011	NimC4
FBgn0026324	Taf10b
FBgn0267256	CR45692
FBgn0032187	CG4839
FBgn0001995	mRpL4
FBgn0032261	CG6094
FBti0060580	Idefix
FBgn0263079	CG43338
FBgn0028858	CG10839
FBti0060188	INE-1
FBgn0051634	Oatp26F
FBti0060333	INE-1
FBti0060392	I
FBgn0011859	Gly-GCC-1-1
FBti0063460	INE-1
FBgn0260453	CG17140
FBgn0262358	CG43056
FBti0060557	INE-1
FBti0063511	INE-1
FBgn0264351	CR43807
FBgn0032780	CG13085
FBgn0001967	NimC3
FBgn0032424	CG17010
FBti0062846	INE-1
FBgn0260479	CG31904
FBgn0086444	l(2)37Cb
FBgn0265788	CR44577
FBgn0031808	Nepl5
FBgn0005672	spi
FBgn0032172	CG5850
FBgn0051815	CG31815
FBgn0032666	CG5758
FBgn0032597	Nubp1
FBti0062798	INE-1
FBgn0031613	HP6
FBgn0283525	l(2)10685
FBgn0032371	CG4983
FBgn0032482	Pect
FBgn0031287	CG4291
FBgn0031974	CG12560
FBgn0266022	CR44787
FBti0062974	INE-1
FBgn0028515	EndoGI
FBgn0267738	CR46069
FBgn0266876	CR45337
FBgn0086711	mol
FBgn0264340	CG43796
FBgn0028527	CG18507
FBgn0040963	CG18662
FBgn0264979	CG4267
RR48348_transposable_element	Doc; RR48348
FBgn0001084	fy
FBgn0264434	CR43852
FBgn0031896	CG4502
FBgn0032264	Lip4
FBgn0266873	CR45334
FBgn0003448	sna
FBgn0051948	CG31948
FBgn0053907	CG33907
FBgn0053641	CG33641
FBti0062845	S
FBgn0040723	CG5011
FBgn0262782	Mdh1
FBgn0031942	CG7203
FBgn0052986	CG32986
FBgn0267262	CR45698
FBgn0031726	Cyp6a16
FBgn0051760	CG31760
FBgn0031635	tank
FBgn0283442	vas
FBgn0264874	CR44065
FBgn0041723	rho-5
FBgn0002936	ninaA
FBgn0031459	HINT1
FBgn0028866	CG18420
FBti0019093	X
FBgn0032729	L2HGDH
FBgn0028703	Nhe3
FBgn0032360	CG14926
FBgn0015776	nrv1
FBti0060677	invader1
FBti0059716	Quasimodo
FBti0063899	INE-1
FBgn0284253	LeuRS
FBti0060298	F
FBgn0032023	witty
FBgn0263091	CR43359
FBti0060281	INE-1
FBgn0032636	CG5043
FBgn0011207	pelo
FBgn0259192	CG42296
FBgn0262354	CG43052
FBgn0032450	CG5776
FBti0062893	gtwin
FBti0059738	I
FBgn0264548	CR43927
FBgn0031713	Coq6
FBgn0011708	Syx5
FBti0062208	roo
FBgn0032986	Nubpl
FBgn0031401	papi
FBgn0265958	CR44745
FBgn0051636	CG31636
FBgn0266028	CR44793
FBgn0053834	CG33834
FBti0019124	S2
FBgn0015271	Orc5
FBgn0261586	CR42696
FBgn0051910	CG31910
FBgn0032407	Pex19
FBgn0032478	Rsph1
FBgn0051861	CG31861
FBgn0001125	Got2
FBgn0052984	CG32984
FBgn0003896	tup
FBti0019251	diver2
FBgn0032312	CG14071
FBgn0001174	halo
FBgn0032265	CG18301
FBti0060252	H
FBgn0259952	Sfp24Bb
FBgn0031247	CG11562
FBgn0032262	CG7384
FBgn0031936	CG13794
FBgn0265949	CR44736
FBgn0250847	CG14034
FBgn0267972	Der-1
FBti0060708	diver2
FBgn0032521	CG7110
FBti0059669	G2
FBgn0063389	Me18S-G1620
FBgn0051615	CR31615
FBgn0266894	CR45354
FBti0064297	INE-1
FBgn0267014	CR45458
FBti0060184	INE-1
FBgn0031313	CG5080
FBgn0015803	RtGEF
FBgn0032151	nAChRalpha6
FBgn0265548	CR44398
FBgn0003916	21D
FBgn0041111	lilli
FBgn0041720	34ABc
FBgn0032248	Bug22
FBgn0051644	COX6CL
FBgn0027491	Cdk5alpha
FBgn0015664	Dref
FBgn0031999	CG8419
FBgn0003145	prd
FBgn0259965	Sfp35C
FBti0063507	INE-1
RR48378_transposable_element	McClintock; RR48378
FBgn0053302	Cpr31A
FBgn0053827	CG33827
FBgn0026431	Grip75
FBti0064122	INE-1
FBgn0031601	Dim1
FBgn0263765	CR43682
FBgn0053897	CG33897
FBgn0266693	CR45183
FBti0062976	INE-1
FBgn0032800	CG10137
